HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans
3KA7IJSNXAKXR4IXIOHIAJ0632WBPX,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,5,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,3N2BF7Y2VV94KYM0G24O4A5ZNSAMHU,worker_326,Submitted,Mon Jan 23 06:43:50 PST 2023,Mon Jan 23 06:45:18 PST 2023,Thu Jan 26 06:45:18 PST 2023,,,,88,75% (12/16),75% (12/16),75% (12/16),133_1-3,0,MARCO_38_279071407-5,4,"Be careful while choosing the wax for your candles. Some waxes release fumes that are harmful to your health.  You can opt for bee wax.  It might be expensive, but the end result is totally worth the trouble.  Be careful with combinations if you are thinking of using more than one essential oil.  You don’t want to give your mother a headache.  It is better to go for one flavor for each.  Check out different combinations of essential oils you can use for your candles.  Homemade Toiletries If you want to make toiletries for your mom, try giving her a set of items.  Buy pretty glass jars to put the items in.  You can then put them in a small wicker basket to present your gifts properly.  Shampoo To make shampoo, you can use vegetable based natural liquid soap.  If you have dry hair, try adding coconut oil, almond oil, or olive oil.  You can also try adding melted cocoa or shea butter.  You can also try dry shampoo recipes that you can easily make at home.  These easy DIY dry shampoo recipes work for all types of hairs.  Enhance your shampoo by adding essential oils like lemon, mint, lavender, etc.  If your mom has a hair shedding problem, add lavender oil.",3.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":965,""label"":""relevant-text-span"",""startOffset"":769}]}}]",x,,"['If you have dry hair, try adding coconut oil, almond oil, or olive oil.  You can also try adding melted cocoa or shea butter.  You can also try dry shampoo recipes that you can easily make at home']"
3FULMHZ7PYC7L20BBTF3L105O544MO,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,5,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,37QW5D2ZRL1EPIYCXV6436B6CY58SG,worker_202,Submitted,Mon Jan 23 06:45:24 PST 2023,Mon Jan 23 06:47:54 PST 2023,Thu Jan 26 06:47:54 PST 2023,,,,150,75% (6/8),75% (6/8),75% (6/8),133_1-3,0,MARCO_38_279071407-5,4,"Be careful while choosing the wax for your candles. Some waxes release fumes that are harmful to your health.  You can opt for bee wax.  It might be expensive, but the end result is totally worth the trouble.  Be careful with combinations if you are thinking of using more than one essential oil.  You don’t want to give your mother a headache.  It is better to go for one flavor for each.  Check out different combinations of essential oils you can use for your candles.  Homemade Toiletries If you want to make toiletries for your mom, try giving her a set of items.  Buy pretty glass jars to put the items in.  You can then put them in a small wicker basket to present your gifts properly.  Shampoo To make shampoo, you can use vegetable based natural liquid soap.  If you have dry hair, try adding coconut oil, almond oil, or olive oil.  You can also try adding melted cocoa or shea butter.  You can also try dry shampoo recipes that you can easily make at home.  These easy DIY dry shampoo recipes work for all types of hairs.  Enhance your shampoo by adding essential oils like lemon, mint, lavender, etc.  If your mom has a hair shedding problem, add lavender oil.",3.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":1171,""label"":""relevant-text-span"",""startOffset"":968}]}}]",x,,"['These easy DIY dry shampoo recipes work for all types of hairs.  Enhance your shampoo by adding essential oils like lemon, mint, lavender, etc.  If your mom has a hair shedding problem, add lavender oil.']"
3FULMHZ7PYC7L20BBTF3L105O544MO,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,5,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,3YOH7BII0EMECBHH0F8C4Y4462RKVE,worker_241,Submitted,Mon Jan 23 06:27:16 PST 2023,Mon Jan 23 06:31:06 PST 2023,Thu Jan 26 06:31:06 PST 2023,,,,230,100% (22/22),100% (14/14),100% (13/13),133_1-3,0,MARCO_38_279071407-5,4,"Be careful while choosing the wax for your candles. Some waxes release fumes that are harmful to your health.  You can opt for bee wax.  It might be expensive, but the end result is totally worth the trouble.  Be careful with combinations if you are thinking of using more than one essential oil.  You don’t want to give your mother a headache.  It is better to go for one flavor for each.  Check out different combinations of essential oils you can use for your candles.  Homemade Toiletries If you want to make toiletries for your mom, try giving her a set of items.  Buy pretty glass jars to put the items in.  You can then put them in a small wicker basket to present your gifts properly.  Shampoo To make shampoo, you can use vegetable based natural liquid soap.  If you have dry hair, try adding coconut oil, almond oil, or olive oil.  You can also try adding melted cocoa or shea butter.  You can also try dry shampoo recipes that you can easily make at home.  These easy DIY dry shampoo recipes work for all types of hairs.  Enhance your shampoo by adding essential oils like lemon, mint, lavender, etc.  If your mom has a hair shedding problem, add lavender oil.",3.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":767,""label"":""relevant-text-span"",""startOffset"":702}]}}]",x,,"['To make shampoo, you can use vegetable based natural liquid soap.']"
3NKW03WTMQMAFJHNDSS3X231IZZWQO,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,5,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,3SKEMFQBZ8KG1ZL4SMX2CKKWV4P8KW,worker_98,Submitted,Mon Jan 23 06:40:35 PST 2023,Mon Jan 23 06:46:35 PST 2023,Thu Jan 26 06:46:35 PST 2023,,,,360,0% (0/0),0% (0/0),0% (0/0),133_1-3,0,MARCO_38_279071407-5,4,"Be careful while choosing the wax for your candles. Some waxes release fumes that are harmful to your health.  You can opt for bee wax.  It might be expensive, but the end result is totally worth the trouble.  Be careful with combinations if you are thinking of using more than one essential oil.  You don’t want to give your mother a headache.  It is better to go for one flavor for each.  Check out different combinations of essential oils you can use for your candles.  Homemade Toiletries If you want to make toiletries for your mom, try giving her a set of items.  Buy pretty glass jars to put the items in.  You can then put them in a small wicker basket to present your gifts properly.  Shampoo To make shampoo, you can use vegetable based natural liquid soap.  If you have dry hair, try adding coconut oil, almond oil, or olive oil.  You can also try adding melted cocoa or shea butter.  You can also try dry shampoo recipes that you can easily make at home.  These easy DIY dry shampoo recipes work for all types of hairs.  Enhance your shampoo by adding essential oils like lemon, mint, lavender, etc.  If your mom has a hair shedding problem, add lavender oil.",3.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":692,""label"":""relevant-text-span"",""startOffset"":472},{""endOffset"":965,""label"":""relevant-text-span"",""startOffset"":841}]}}]",x,,"[' Homemade Toiletries If you want to make toiletries for your mom, try giving her a set of items.  Buy pretty glass jars to put the items in.  You can then put them in a small wicker basket to present your gifts properly.', ' You can also try adding melted cocoa or shea butter.  You can also try dry shampoo recipes that you can easily make at home']"
3NKW03WTMQMAFJHNDSS3X231IZZWQO,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,7,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,3U088ZLJVP8PEAAIMW3Q7G89ZQS0WT,worker_51,Submitted,Wed Jan 25 01:25:28 PST 2023,Wed Jan 25 01:31:54 PST 2023,Sat Jan 28 01:31:54 PST 2023,,,,386,78% (7/9),78% (7/9),60% (3/5),133_1-3,0,MARCO_38_279071407-5,4,"Be careful while choosing the wax for your candles. Some waxes release fumes that are harmful to your health.  You can opt for bee wax.  It might be expensive, but the end result is totally worth the trouble.  Be careful with combinations if you are thinking of using more than one essential oil.  You don’t want to give your mother a headache.  It is better to go for one flavor for each.  Check out different combinations of essential oils you can use for your candles.  Homemade Toiletries If you want to make toiletries for your mom, try giving her a set of items.  Buy pretty glass jars to put the items in.  You can then put them in a small wicker basket to present your gifts properly.  Shampoo To make shampoo, you can use vegetable based natural liquid soap.  If you have dry hair, try adding coconut oil, almond oil, or olive oil.  You can also try adding melted cocoa or shea butter.  You can also try dry shampoo recipes that you can easily make at home.  These easy DIY dry shampoo recipes work for all types of hairs.  Enhance your shampoo by adding essential oils like lemon, mint, lavender, etc.  If your mom has a hair shedding problem, add lavender oil.",3.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":766,""label"":""relevant-text-span"",""startOffset"":694}]}}]",x,,"['Shampoo To make shampoo, you can use vegetable based natural liquid soap']"
3NKW03WTMQMAFJHNDSS3X231IZZWQO,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,5,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,33F859I56BS817I3PDEFQUU5BT6BHU,worker_326,Submitted,Mon Jan 23 06:32:14 PST 2023,Mon Jan 23 06:34:08 PST 2023,Thu Jan 26 06:34:08 PST 2023,,,,114,75% (12/16),75% (12/16),75% (12/16),133_1-3,0,MARCO_38_279071407-6,4,"For an oily, irritated scalp, you can add mint or eucalyptus oil. Lotion Using homemade lotion is great when you are trying to avoid harmful chemicals.  Your mom’s skin will need a lotion that moisturizes and tightens the skin.  An easy lotion recipe is using 100 percent natural aloe gel and whipping in an oil of your liking.  You can use pure, edible coconut oil.  Another effective option is using edible cocoa butter.  Add pomegranate seed oil to enhance the lotion’s anti-aging property.  If your mom has oily skin or sensitive skin, you can add tea tree oil or rosemary oil.  Check out this customizable homemade face mask recipe.  Toner A good, homemade toner will make your mother’s skin happy.  A base product that goes well with all skin types is rose water.  You can add other ingredients to enhance its properties.  For sensitive skin, add witch hazel extract to the toner.  For acne-prone skin, add tea tree oil.  You can make tea tree water by mixing water with oil.  If your mom has dry skin, make sure to add coconut oil to your toner.  Final Thoughts This Mother’s Day, deepen the bond you have with your mom with a gift that expresses your gratitude.",1.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":326,""label"":""relevant-text-span"",""startOffset"":229},{""endOffset"":636,""label"":""relevant-text-span"",""startOffset"":495}]}}]",x,,"['An easy lotion recipe is using 100 percent natural aloe gel and whipping in an oil of your liking', 'If your mom has oily skin or sensitive skin, you can add tea tree oil or rosemary oil.  Check out this customizable homemade face mask recipe']"
3R5LWXWHS4NYRUSZK1JD57D6LEXGX7,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,5,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,38F71OA9GYBK62VULCGO1PTM7DXMFW,worker_279,Submitted,Mon Jan 23 06:23:05 PST 2023,Mon Jan 23 06:31:29 PST 2023,Thu Jan 26 06:31:29 PST 2023,,,,504,0% (0/1),0% (0/1),0% (0/0),133_1-3,0,MARCO_38_279071407-6,4,"For an oily, irritated scalp, you can add mint or eucalyptus oil. Lotion Using homemade lotion is great when you are trying to avoid harmful chemicals.  Your mom’s skin will need a lotion that moisturizes and tightens the skin.  An easy lotion recipe is using 100 percent natural aloe gel and whipping in an oil of your liking.  You can use pure, edible coconut oil.  Another effective option is using edible cocoa butter.  Add pomegranate seed oil to enhance the lotion’s anti-aging property.  If your mom has oily skin or sensitive skin, you can add tea tree oil or rosemary oil.  Check out this customizable homemade face mask recipe.  Toner A good, homemade toner will make your mother’s skin happy.  A base product that goes well with all skin types is rose water.  You can add other ingredients to enhance its properties.  For sensitive skin, add witch hazel extract to the toner.  For acne-prone skin, add tea tree oil.  You can make tea tree water by mixing water with oil.  If your mom has dry skin, make sure to add coconut oil to your toner.  Final Thoughts This Mother’s Day, deepen the bond you have with your mom with a gift that expresses your gratitude.",1.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":472,""label"":""relevant-text-span"",""startOffset"":328}]}}]",x,,"[' You can use pure, edible coconut oil.  Another effective option is using edible cocoa butter.  Add pomegranate seed oil to enhance the lotions']"
3R5LWXWHS4NYRUSZK1JD57D6LEXGX7,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,9,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,30IQTZXKAPL43AF8W1ZC9ZMG8LWX03,worker_345,Submitted,Tue Jan 24 05:12:44 PST 2023,Tue Jan 24 05:16:09 PST 2023,Fri Jan 27 05:16:09 PST 2023,,,,205,85% (29/34),85% (29/34),85% (29/34),133_1-3,0,MARCO_38_279071407-6,4,"For an oily, irritated scalp, you can add mint or eucalyptus oil. Lotion Using homemade lotion is great when you are trying to avoid harmful chemicals.  Your mom’s skin will need a lotion that moisturizes and tightens the skin.  An easy lotion recipe is using 100 percent natural aloe gel and whipping in an oil of your liking.  You can use pure, edible coconut oil.  Another effective option is using edible cocoa butter.  Add pomegranate seed oil to enhance the lotion’s anti-aging property.  If your mom has oily skin or sensitive skin, you can add tea tree oil or rosemary oil.  Check out this customizable homemade face mask recipe.  Toner A good, homemade toner will make your mother’s skin happy.  A base product that goes well with all skin types is rose water.  You can add other ingredients to enhance its properties.  For sensitive skin, add witch hazel extract to the toner.  For acne-prone skin, add tea tree oil.  You can make tea tree water by mixing water with oil.  If your mom has dry skin, make sure to add coconut oil to your toner.  Final Thoughts This Mother’s Day, deepen the bond you have with your mom with a gift that expresses your gratitude.",1.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":639,""label"":""relevant-text-span"",""startOffset"":329}]}}]",x,,"['You can use pure, edible coconut oil.  Another effective option is using edible cocoa butter.  Add pomegranate seed oil to enhance the lotions anti-aging property.  If your mom has oily skin or sensitive skin, you can add tea tree oil or rosemary oil.  Check out this customizable homemade face mask recipe.  ']"
3S1WOPCJGK8ZCWRJX2EOEVKFX03EJ0,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Thu Jan 26 00:55:27 PST 2023,1,BatchId:4996543;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 00:55:27 PST 2023,,,3UNH76FOCXKQ6TCPQ28CQA02E69YMS,worker_42,Submitted,Thu Jan 26 01:15:21 PST 2023,Thu Jan 26 01:20:13 PST 2023,Sun Jan 29 01:20:13 PST 2023,,,,292,90% (19/21),90% (19/21),90% (19/21),133_1-3,0,MARCO_38_279071407-6,4,"For an oily, irritated scalp, you can add mint or eucalyptus oil. Lotion Using homemade lotion is great when you are trying to avoid harmful chemicals.  Your mom’s skin will need a lotion that moisturizes and tightens the skin.  An easy lotion recipe is using 100 percent natural aloe gel and whipping in an oil of your liking.  You can use pure, edible coconut oil.  Another effective option is using edible cocoa butter.  Add pomegranate seed oil to enhance the lotion’s anti-aging property.  If your mom has oily skin or sensitive skin, you can add tea tree oil or rosemary oil.  Check out this customizable homemade face mask recipe.  Toner A good, homemade toner will make your mother’s skin happy.  A base product that goes well with all skin types is rose water.  You can add other ingredients to enhance its properties.  For sensitive skin, add witch hazel extract to the toner.  For acne-prone skin, add tea tree oil.  You can make tea tree water by mixing water with oil.  If your mom has dry skin, make sure to add coconut oil to your toner.  Final Thoughts This Mother’s Day, deepen the bond you have with your mom with a gift that expresses your gratitude.",1.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":151,""label"":""relevant-text-span"",""startOffset"":66},{""endOffset"":703,""label"":""relevant-text-span"",""startOffset"":583}]}}]",x,,"['Lotion Using homemade lotion is great when you are trying to avoid harmful chemicals.', 'Check out this customizable homemade face mask recipe.  Toner A good, homemade toner will make your mothers skin happy.']"
3S1WOPCJGK8ZCWRJX2EOEVKFX03EJ0,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Thu Jan 26 00:55:26 PST 2023,2,BatchId:4996543;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 00:55:26 PST 2023,,,3L6L49WXW5CC0FDZ9W3JTJL9XHJ541,worker_443,Submitted,Fri Jan 27 00:09:21 PST 2023,Fri Jan 27 00:13:59 PST 2023,Mon Jan 30 00:13:59 PST 2023,,,,278,0% (0/0),0% (0/0),0% (0/0),133_1-3,0,MARCO_38_279071407-6,4,"For an oily, irritated scalp, you can add mint or eucalyptus oil. Lotion Using homemade lotion is great when you are trying to avoid harmful chemicals.  Your mom’s skin will need a lotion that moisturizes and tightens the skin.  An easy lotion recipe is using 100 percent natural aloe gel and whipping in an oil of your liking.  You can use pure, edible coconut oil.  Another effective option is using edible cocoa butter.  Add pomegranate seed oil to enhance the lotion’s anti-aging property.  If your mom has oily skin or sensitive skin, you can add tea tree oil or rosemary oil.  Check out this customizable homemade face mask recipe.  Toner A good, homemade toner will make your mother’s skin happy.  A base product that goes well with all skin types is rose water.  You can add other ingredients to enhance its properties.  For sensitive skin, add witch hazel extract to the toner.  For acne-prone skin, add tea tree oil.  You can make tea tree water by mixing water with oil.  If your mom has dry skin, make sure to add coconut oil to your toner.  Final Thoughts This Mother’s Day, deepen the bond you have with your mom with a gift that expresses your gratitude.",1.0,Can I make the beauty products at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":980,""label"":""relevant-text-span"",""startOffset"":941},{""endOffset"":1037,""label"":""relevant-text-span"",""startOffset"":1009}]}}]",x,,"['tea tree water by mixing water with oil', 'make sure to add coconut oil']"
3NRZ1LDP80LT92LDO2XLW179U5HZPQ,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,5,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,37UEWGM5HYNKD3EEJLXKYMJ2CQDR1O,worker_229,Submitted,Mon Jan 23 06:33:06 PST 2023,Mon Jan 23 06:35:23 PST 2023,Thu Jan 26 06:35:23 PST 2023,,,,137,89% (16/18),89% (16/18),89% (16/18),133_1-5,0,MARCO_00_586920406-2,4,"To level up, Manuka honey is believed to be even more potent than raw honey. Native to New Zealand, it possesses a compound called methylglyoxal, which lends antimicrobial powers.  A little bit of olive oil adds nourishing moisture and extra antioxidants.  This recipe also includes essential oils to elevate your skincare routine with some aromatherapy; you can skip this if you have sensitive skin.  Ingredients 1/2 cup raw honey or Manuka honey 1/2 cup brown sugar 1 tablespoon olive oil 1 drop lavender, jasmine, rose, or geranium essential oil Instructions In a small bowl, combine all ingredients well.  Take a dime-sized amount.  Starting from the center of your face and working outward, gently massage the scrub into your skin, including your lips, in circular motions for one minute.  Leave it on for five to 10 minutes for a quick mask.  Rinse with warm water and pat skin dry with a towel.  If you have oily skin, you may not need to follow with a moisturizer.  If your skin feels tight and needs extra hydration, apply a moisturizer or facial oil afterward.  Exfoliate once or twice a week.  Store leftover scrub in a jar at room temperature.  Brown Sugar and Coconut Oil Scrub For a perfect body scrub, keep it simple.",0.0,I’ve never made a beauty product at home before. Can you tell me how to make one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":609,""label"":""relevant-text-span"",""startOffset"":414}]}}]",x,,"['1/2 cup raw honey or Manuka honey 1/2 cup brown sugar 1 tablespoon olive oil 1 drop lavender, jasmine, rose, or geranium essential oil Instructions In a small bowl, combine all ingredients well. ']"
33K3E8REX0AJYFMH137PDUW8XVK8XJ,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,5,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,38JBBYETQTPCWY6SKXWMXDRM9L04E4,worker_117,Submitted,Mon Jan 23 06:35:04 PST 2023,Mon Jan 23 06:39:01 PST 2023,Thu Jan 26 06:39:01 PST 2023,,,,237,0% (0/0),0% (0/0),0% (0/0),133_1-5,0,MARCO_00_586920406-2,4,"To level up, Manuka honey is believed to be even more potent than raw honey. Native to New Zealand, it possesses a compound called methylglyoxal, which lends antimicrobial powers.  A little bit of olive oil adds nourishing moisture and extra antioxidants.  This recipe also includes essential oils to elevate your skincare routine with some aromatherapy; you can skip this if you have sensitive skin.  Ingredients 1/2 cup raw honey or Manuka honey 1/2 cup brown sugar 1 tablespoon olive oil 1 drop lavender, jasmine, rose, or geranium essential oil Instructions In a small bowl, combine all ingredients well.  Take a dime-sized amount.  Starting from the center of your face and working outward, gently massage the scrub into your skin, including your lips, in circular motions for one minute.  Leave it on for five to 10 minutes for a quick mask.  Rinse with warm water and pat skin dry with a towel.  If you have oily skin, you may not need to follow with a moisturizer.  If your skin feels tight and needs extra hydration, apply a moisturizer or facial oil afterward.  Exfoliate once or twice a week.  Store leftover scrub in a jar at room temperature.  Brown Sugar and Coconut Oil Scrub For a perfect body scrub, keep it simple.",0.0,I’ve never made a beauty product at home before. Can you tell me how to make one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":607,""label"":""relevant-text-span"",""startOffset"":414}]}}]",x,,"['1/2 cup raw honey or Manuka honey 1/2 cup brown sugar 1 tablespoon olive oil 1 drop lavender, jasmine, rose, or geranium essential oil Instructions In a small bowl, combine all ingredients well']"
3X2LT8FDI0X49FHRRYB3BBI1OTE8WQ,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,5,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,3GDTJDAPVZQBRNL7DYAIRXC0K9K8M1,worker_200,Submitted,Mon Jan 23 06:23:18 PST 2023,Mon Jan 23 06:26:17 PST 2023,Thu Jan 26 06:26:17 PST 2023,,,,179,100% (1/1),100% (1/1),100% (1/1),133_1-5,0,MARCO_00_586920406-2,4,"To level up, Manuka honey is believed to be even more potent than raw honey. Native to New Zealand, it possesses a compound called methylglyoxal, which lends antimicrobial powers.  A little bit of olive oil adds nourishing moisture and extra antioxidants.  This recipe also includes essential oils to elevate your skincare routine with some aromatherapy; you can skip this if you have sensitive skin.  Ingredients 1/2 cup raw honey or Manuka honey 1/2 cup brown sugar 1 tablespoon olive oil 1 drop lavender, jasmine, rose, or geranium essential oil Instructions In a small bowl, combine all ingredients well.  Take a dime-sized amount.  Starting from the center of your face and working outward, gently massage the scrub into your skin, including your lips, in circular motions for one minute.  Leave it on for five to 10 minutes for a quick mask.  Rinse with warm water and pat skin dry with a towel.  If you have oily skin, you may not need to follow with a moisturizer.  If your skin feels tight and needs extra hydration, apply a moisturizer or facial oil afterward.  Exfoliate once or twice a week.  Store leftover scrub in a jar at room temperature.  Brown Sugar and Coconut Oil Scrub For a perfect body scrub, keep it simple.",0.0,I’ve never made a beauty product at home before. Can you tell me how to make one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":548,""label"":""relevant-text-span"",""startOffset"":414},{""endOffset"":607,""label"":""relevant-text-span"",""startOffset"":579}]}}]",x,,"['1/2 cup raw honey or Manuka honey 1/2 cup brown sugar 1 tablespoon olive oil 1 drop lavender, jasmine, rose, or geranium essential oil', 'combine all ingredients well']"
3X2LT8FDI0X49FHRRYB3BBI1OTE8WQ,334916ZQEOJBRMN3ZBBMMR1Y19STZ8,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.30,Mon Jan 23 06:22:41 PST 2023,8,BatchId:4994180;OriginalHitTemplateId:928390909;,600,259200,Thu Jan 26 06:22:41 PST 2023,,,3YDGXNSEO49VNXW17UAM53V0YO448J,worker_345,Submitted,Tue Jan 24 05:02:34 PST 2023,Tue Jan 24 05:07:55 PST 2023,Fri Jan 27 05:07:55 PST 2023,,,,321,85% (29/34),85% (29/34),85% (29/34),133_1-5,0,MARCO_00_586920406-2,4,"To level up, Manuka honey is believed to be even more potent than raw honey. Native to New Zealand, it possesses a compound called methylglyoxal, which lends antimicrobial powers.  A little bit of olive oil adds nourishing moisture and extra antioxidants.  This recipe also includes essential oils to elevate your skincare routine with some aromatherapy; you can skip this if you have sensitive skin.  Ingredients 1/2 cup raw honey or Manuka honey 1/2 cup brown sugar 1 tablespoon olive oil 1 drop lavender, jasmine, rose, or geranium essential oil Instructions In a small bowl, combine all ingredients well.  Take a dime-sized amount.  Starting from the center of your face and working outward, gently massage the scrub into your skin, including your lips, in circular motions for one minute.  Leave it on for five to 10 minutes for a quick mask.  Rinse with warm water and pat skin dry with a towel.  If you have oily skin, you may not need to follow with a moisturizer.  If your skin feels tight and needs extra hydration, apply a moisturizer or facial oil afterward.  Exfoliate once or twice a week.  Store leftover scrub in a jar at room temperature.  Brown Sugar and Coconut Oil Scrub For a perfect body scrub, keep it simple.",0.0,I’ve never made a beauty product at home before. Can you tell me how to make one?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":635,""label"":""relevant-text-span"",""startOffset"":402}]}}]",x,,"['Ingredients 1/2 cup raw honey or Manuka honey 1/2 cup brown sugar 1 tablespoon olive oil 1 drop lavender, jasmine, rose, or geranium essential oil Instructions In a small bowl, combine all ingredients well.  Take a dime-sized amount.']"
