WorkerId,Input.turn_id,Input.query,Input.passage_id,Input.passage,prolific_text_passage,Answer.taskAnswers,text_spans,prolific_text_spans
worker_415,133_1-7,How much would making my own deodorant cost?,['MARCO_22_274143610-4'],"Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works! You can make 2 sticks in 10 minutes with all natural ingredients you can feel good about.  Ingredients 3/4 oz beeswax 2 oz coconut oil 3/4 oz shea butter 2 Tbsp baking soda 2 Tbsp cornstarch 1/4 cup arrowroot powder 10-20 drops tea tree oil (or other essential oil) Instructions Weigh the beeswax, coconut oil and shea butter into a glass measuring cup.  Place in a small saucepan with a couple inches of water and simmer until the oils are completely melted.  Remove from heat and stir in baking soda, cornstarch and arrowroot powder.  Then stir in tea tree oil.  Pour into 2 empty deodorant containers.  Allow to harden before use.  Did you make this recipe?  Please leave a comment on the blog or share a photo on Pinterest How to Build a Nautical Picnic Table for Bigger Kids ← Previous Free Printable: Enjoy the Ride Art Next → Click here to cancel reply.  This site uses Akismet to reduce spam.  Learn how your comment data is processed.  Sam Armstrong Monday 17th of May 2021 Hi, I am just wondering if the baking soda can be replaced with magnesium hydroxide.","Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works! You can make 2 sticks in 10 minutes with all natural ingredients you can feel good about.  Ingredients 3/4 oz beeswax 2 oz coconut oil 3/4 oz shea butter 2 Tbsp baking soda 2 Tbsp cornstarch 1/4 cup arrowroot powder 10-20 drops tea tree oil (or other essential oil) Instructions Weigh the beeswax, coconut oil and shea butter into a glass measuring cup.  Place in a small saucepan with a couple inches of water and simmer until the oils are completely melted.  Remove from heat and stir in baking soda, cornstarch and arrowroot powder.  Then stir in tea tree oil.  Pour into 2 empty deodorant containers.  Allow to harden before use.  Did you make this recipe?  Please leave a comment on the blog or share a photo on Pinterest How to Build a Nautical Picnic Table for Bigger Kids ← Previous Free Printable: Enjoy the Ride Art Next → Click here to cancel reply.  This site uses Akismet to reduce spam.  Learn how your comment data is processed.  Sam Armstrong Monday 17th of May 2021 Hi, I am just wondering if the baking soda can be replaced with magnesium hydroxide.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 174, 'endOffset': 262, 'label': 'relevant-text-span'}]}}]",['You can make 2 sticks in 10 minutes with all natural ingredients you can feel good about'],['You can make 2 sticks in 10 minutes with all natural ingredients you can feel good about']
worker_415,133_2-1,Can you tell me how to make a body scrub at home?,['MARCO_36_1748542596-7'],"It’s incredibly easy to make (like, you need only four ingredients and you definitely already have them in your kitchen), and it leaves your skin looking bright and dewy every time you use it. Here’s the drill: The Ingredients: 1 cup white sugar 1 cup raw sugar ½ cup coconut oil ½ cup olive oil The combo of white and raw sugars gives this body scrub its exfoliating abilities ( shout-out to that natural glycolic acid ), while the coconut and olive oils help deliver tons of moisture.  Mix all your ingredients into a bowl, and gently rub the formula on clean, dry skin to lift your dead skin cells.  After you rinse it off, slather on a thick layer of moisturizer to rehydrate your skin.  6.  This DIY body scrub with coffee This content is imported from YouTube.  You may be able to find the same content in another format, or you may be able to find more information, at their web site.  There’s a reason you keep seeing DIY coffee scrubs all over your social feeds.  When gently scrubbed on your body (reminder: not your face), ground coffee helps minimize the appearance of dark spots, sun damage, and cellulite in a couple of ways.","It’s incredibly easy to make (like, you need only four ingredients and you definitely already have them in your kitchen), and it leaves your skin looking bright and dewy every time you use it. Here’s the drill: The Ingredients: 1 cup white sugar 1 cup raw sugar ½ cup coconut oil ½ cup olive oil The combo of white and raw sugars gives this body scrub its exfoliating abilities ( shout-out to that natural glycolic acid ), while the coconut and olive oils help deliver tons of moisture.  Mix all your ingredients into a bowl, and gently rub the formula on clean, dry skin to lift your dead skin cells.  After you rinse it off, slather on a thick layer of moisturizer to rehydrate your skin.  6.  This DIY body scrub with coffee This content is imported from YouTube.  You may be able to find the same content in another format, or you may be able to find more information, at their web site.  There’s a reason you keep seeing DIY coffee scrubs all over your social feeds.  When gently scrubbed on your body (reminder: not your face), ground coffee helps minimize the appearance of dark spots, sun damage, and cellulite in a couple of ways.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 0, 'endOffset': 121, 'label': 'relevant-text-span'}]}}]","['Its incredibly easy to make (like, you need only four ingredients and you definitely already have them in your kitchen),']","['It’s incredibly easy to make (like, you need only four ingredients and you definitely already have them in your kitchen),']"
worker_415,133_2-3,Cool. Can you tell me how to make a moisturizer at home?,['MARCO_21_1042469229-2'],"Try one of these to boost the appearance of your skin: The DIY Honey and Oatmeal Scrub Ideal for: Dry and irritated skin. Oatmeal has been used for many years as an ingredient in skincare products because of its gentle anti-inflammatory properties, while honey keeps the skin moisturized.  With this amazing scrub coconut oil adds that extra nourishing effect.  This recipe makes enough body scrub for one full-body application.  What to use: • 1 cup of oatmeal • 1/4 cup of honey • One spoon of coconut oil Directions: Mix the oatmeal and honey into a mixing bowl.  Once the ingredients are mixed thoroughly, add a spoon of coconut oil.  If the consistency is too thick, add more coconut oil.  Once satisfied with the mixture, spoon into a container that can be sealed.  Used when needed on the entire body, except the face, by scrubbing the mixture delicately on the skin.  The DIY Lavender and Epsom Salt Scrub Ideal for: Stressed and inflamed skin.  Epsom salt can act as a gentle exfoliant as well as an effective muscle relaxant.  This recipe also includes green tea, an excellent antioxidant, and lavender oil which is known to soothe and relax the skin.  This recipe makes enough body scrub for one full-body application.","Try one of these to boost the appearance of your skin: The DIY Honey and Oatmeal Scrub Ideal for: Dry and irritated skin. Oatmeal has been used for many years as an ingredient in skincare products because of its gentle anti-inflammatory properties, while honey keeps the skin moisturized.  With this amazing scrub coconut oil adds that extra nourishing effect.  This recipe makes enough body scrub for one full-body application.  What to use: • 1 cup of oatmeal • 1/4 cup of honey • One spoon of coconut oil Directions: Mix the oatmeal and honey into a mixing bowl.  Once the ingredients are mixed thoroughly, add a spoon of coconut oil.  If the consistency is too thick, add more coconut oil.  Once satisfied with the mixture, spoon into a container that can be sealed.  Used when needed on the entire body, except the face, by scrubbing the mixture delicately on the skin.  The DIY Lavender and Epsom Salt Scrub Ideal for: Stressed and inflamed skin.  Epsom salt can act as a gentle exfoliant as well as an effective muscle relaxant.  This recipe also includes green tea, an excellent antioxidant, and lavender oil which is known to soothe and relax the skin.  This recipe makes enough body scrub for one full-body application.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 55, 'endOffset': 96, 'label': 'relevant-text-span'}, {'startOffset': 122, 'endOffset': 288, 'label': 'relevant-text-span'}, {'startOffset': 430, 'endOffset': 769, 'label': 'relevant-text-span'}]}}]","['The DIY Honey and Oatmeal Scrub Ideal for', 'Oatmeal has been used for many years as an ingredient in skincare products because of its gentle anti-inflammatory properties, while honey keeps the skin moisturized.', 'What to use:  1 cup of oatmeal  1/4 cup of honey  One spoon of coconut oil Directions: Mix the oatmeal and honey into a mixing bowl.  Once the ingredients are mixed thoroughly, add a spoon of coconut oil.  If the consistency is too thick, add more coconut oil.  Once satisfied with the mixture, spoon into a container that can be sealed']","['The DIY Honey and Oatmeal Scrub Ideal for', 'Oatmeal has been used for many years as an ingredient in skincare products because of its gentle anti-inflammatory properties, while honey keeps the skin moisturized.', 'What to use: • 1 cup of oatmeal • 1/4 cup of honey • One spoon of coconut oil Directions: Mix the oatmeal and honey into a mixing bowl.  Once the ingredients are mixed thoroughly, add a spoon of coconut oil.  If the consistency is too thick, add more coconut oil.  Once satisfied with the mixture, spoon into a container that can be sealed']"
worker_415,133_3-2,"My mum loves a good, scented lotion. Let’s make that",['MARCO_33_500264550-1'],"Aromatherapy Lotion Recipe | AromaWeb Easy Aromatherapy Lotion Recipe I was torn on what title to give this recipe because this recipe isn't made from scratch, and I'm not trying to be misleading.  Making lotion from scratch is a bit complex (but definitely worth the effort), and I wanted to offer a recipe that beginners could enjoy making.  So, we begin by working with an unscented lotion base and add essential oils.  Very easy!  To learn more about making lotions from scratch, I recommend reading Making Aromatherapy Creams & Lotions: 101 Natural Formulas to Revitalize & Nourish Your Skin by Donna Maria Coles Johnson.  Ingredients 8 fl.oz.  unscented hand or body lotion (sellers of natural products and aromatherapy products sometimes sell lotion bases) 10 drops Patchouli 20 drops Sandalwood 5 drops Carrot Seed Directions The best way to blend the essential oils into the lotion is to pour the lotion into a bowl, add the oils and then mix very well.  Once mixed, add the lotion back to the bottle using a funnel.  Patchouli, sandalwood and carrot seed oils help aid dry skin.  The patchouli and sandalwood oils have a lovely rich scent when blended together.  The carrot seed oil is wonderful for the skin, but is a little harsh in aroma.","Aromatherapy Lotion Recipe | AromaWeb Easy Aromatherapy Lotion Recipe I was torn on what title to give this recipe because this recipe isn't made from scratch, and I'm not trying to be misleading.  Making lotion from scratch is a bit complex (but definitely worth the effort), and I wanted to offer a recipe that beginners could enjoy making.  So, we begin by working with an unscented lotion base and add essential oils.  Very easy!  To learn more about making lotions from scratch, I recommend reading Making Aromatherapy Creams & Lotions: 101 Natural Formulas to Revitalize & Nourish Your Skin by Donna Maria Coles Johnson.  Ingredients 8 fl.oz.  unscented hand or body lotion (sellers of natural products and aromatherapy products sometimes sell lotion bases) 10 drops Patchouli 20 drops Sandalwood 5 drops Carrot Seed Directions The best way to blend the essential oils into the lotion is to pour the lotion into a bowl, add the oils and then mix very well.  Once mixed, add the lotion back to the bottle using a funnel.  Patchouli, sandalwood and carrot seed oils help aid dry skin.  The patchouli and sandalwood oils have a lovely rich scent when blended together.  The carrot seed oil is wonderful for the skin, but is a little harsh in aroma.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 197, 'endOffset': 275, 'label': 'relevant-text-span'}, {'startOffset': 484, 'endOffset': 626, 'label': 'relevant-text-span'}, {'startOffset': 833, 'endOffset': 1024, 'label': 'relevant-text-span'}]}}]","[' Making lotion from scratch is a bit complex (but definitely worth the effort)', 'I recommend reading Making Aromatherapy Creams & Lotions: 101 Natural Formulas to Revitalize & Nourish Your Skin by Donna Maria Coles Johnson.', ' The best way to blend the essential oils into the lotion is to pour the lotion into a bowl, add the oils and then mix very well.  Once mixed, add the lotion back to the bottle using a funnel']","[' Making lotion from scratch is a bit complex (but definitely worth the effort)', 'I recommend reading Making Aromatherapy Creams & Lotions: 101 Natural Formulas to Revitalize & Nourish Your Skin by Donna Maria Coles Johnson.', ' The best way to blend the essential oils into the lotion is to pour the lotion into a bowl, add the oils and then mix very well.  Once mixed, add the lotion back to the bottle using a funnel']"
worker_415,133_3-4,I need more information about purchasing an unscented lotion base,['MARCO_13_939994859-2'],"Vaseline Intensive Care Lotion, Advanced Repair Unscented The Vaseline Intensive Care Lotion, Advanced Repair Unscented comes into the market with a prescription strength moisturization prowess, and its unscented formulation makes it an ideal choice for anyone suffering from the dry and itchy skin. The lotion does a great job in absorbing excess oil for a non-greasy feel.  Puracy Organic Hand & Body Lotion The Puracy Organic Hand & Body Lotion comes with no aromas, and it’s even safe for use for all skin types.  Enjoy a non-greasy residue on your skin throughout the entire day with this lotion.  What to Look For?  Just like buying any other product on the market, you have to know before you go.  Otherwise, you need to try before you buy.  However, that might not be the case at all times, especially if you’re looking for the best unscented lotion in an online market.  If that’s your dilemma, then you don’t have to worry about it too much because all you need to do is to make sure you’ve read online reviews about the product.  Aside from reading the reviews, you also need to know the level of dryness on your skin.","Vaseline Intensive Care Lotion, Advanced Repair Unscented The Vaseline Intensive Care Lotion, Advanced Repair Unscented comes into the market with a prescription strength moisturization prowess, and its unscented formulation makes it an ideal choice for anyone suffering from the dry and itchy skin. The lotion does a great job in absorbing excess oil for a non-greasy feel.  Puracy Organic Hand & Body Lotion The Puracy Organic Hand & Body Lotion comes with no aromas, and it’s even safe for use for all skin types.  Enjoy a non-greasy residue on your skin throughout the entire day with this lotion.  What to Look For?  Just like buying any other product on the market, you have to know before you go.  Otherwise, you need to try before you buy.  However, that might not be the case at all times, especially if you’re looking for the best unscented lotion in an online market.  If that’s your dilemma, then you don’t have to worry about it too much because all you need to do is to make sure you’ve read online reviews about the product.  Aside from reading the reviews, you also need to know the level of dryness on your skin.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 603, 'endOffset': 1038, 'label': 'relevant-text-span'}]}}]","['What to Look For?  Just like buying any other product on the market, you have to know before you go.  Otherwise, you need to try before you buy.  However, that might not be the case at all times, especially if youre looking for the best unscented lotion in an online market.  If thats your dilemma, then you dont have to worry about it too much because all you need to do is to make sure youve read online reviews about the product']","['What to Look For?  Just like buying any other product on the market, you have to know before you go.  Otherwise, you need to try before you buy.  However, that might not be the case at all times, especially if you’re looking for the best unscented lotion in an online market.  If that’s your dilemma, then you don’t have to worry about it too much because all you need to do is to make sure you’ve read online reviews about the product']"
worker_415,133_3-6,What types of essential oils should I consider when making my own scented lotion?,['MARCO_10_1112057649-6'],"All rights reserved. wikiHow, Inc. is the copyright holder of this image under U.S. and international copyright laws.  This image is <b>not<\/b> licensed under the Creative Commons license applied to text content and some other images posted to the wikiHow website.  This image may not be used by other entities without the express written consent of wikiHow, Inc.<br>\n<\/p><p><br \/>\n<\/p><\/div>'} 1 Combine the aloe vera gel, vitamin E oil, and essential oils.  Add 1 cup (225 g) of pure aloe vera gel, 1 teaspoon (5 ml) of vitamin E oil, and 15 drops of your favorite essential oils to a medium bowl.  Use a spoon to carefully blend all of the ingredients together.  Set aside for the moment.  You can substitute distilled water or herbal tea for the aloe vera gel if you prefer.  The essential oils are mainly to scent the lotion, so you can use any combination that you prefer.  Lavender, eucalyptus, lemon, grapefruit, patchouli, rose, and jasmine are good options to consider.  The aloe vera gel mixture needs to come to room temperature.  You may want to place the bowl in a larger pot with some warm water.","All rights reserved. wikiHow, Inc. is the copyright holder of this image under U.S. and international copyright laws.  This image is <b>not<\/b> licensed under the Creative Commons license applied to text content and some other images posted to the wikiHow website.  This image may not be used by other entities without the express written consent of wikiHow, Inc.<br>\n<\/p><p><br \/>\n<\/p><\/div>'} 1 Combine the aloe vera gel, vitamin E oil, and essential oils.  Add 1 cup (225 g) of pure aloe vera gel, 1 teaspoon (5 ml) of vitamin E oil, and 15 drops of your favorite essential oils to a medium bowl.  Use a spoon to carefully blend all of the ingredients together.  Set aside for the moment.  You can substitute distilled water or herbal tea for the aloe vera gel if you prefer.  The essential oils are mainly to scent the lotion, so you can use any combination that you prefer.  Lavender, eucalyptus, lemon, grapefruit, patchouli, rose, and jasmine are good options to consider.  The aloe vera gel mixture needs to come to room temperature.  You may want to place the bowl in a larger pot with some warm water.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 402, 'endOffset': 607, 'label': 'relevant-text-span'}, {'startOffset': 787, 'endOffset': 985, 'label': 'relevant-text-span'}]}}]","['1 Combine the aloe vera gel, vitamin E oil, and essential oils.  Add 1 cup (225 g) of pure aloe vera gel, 1 teaspoon (5 ml) of vitamin E oil, and 15 drops of your favorite essential oils to a medium bowl. ', 'The essential oils are mainly to scent the lotion, so you can use any combination that you prefer.  Lavender, eucalyptus, lemon, grapefruit, patchouli, rose, and jasmine are good options to consider']","['1 Combine the aloe vera gel, vitamin E oil, and essential oils.  Add 1 cup (225 g) of pure aloe vera gel, 1 teaspoon (5 ml) of vitamin E oil, and 15 drops of your favorite essential oils to a medium bowl. ', 'The essential oils are mainly to scent the lotion, so you can use any combination that you prefer.  Lavender, eucalyptus, lemon, grapefruit, patchouli, rose, and jasmine are good options to consider']"
worker_415,133_3-8,"Okay, so how do I mix the unscented lotion and the essential oils?",['MARCO_23_1171291460-7'],"Allow the oil mixture to cool for a few minutes before pouring it into your blender (if using a table-top blender). Let this mixture cool until it’s room temperature.  It should look creamy, thick and opaque, but don’t let it get solid.  Optional: You can place the blender in the fridge for about 35 minutes to speed up the process.  Add the vitamin E oil and essential oil to the cooled oil mixture.  If you're using a table-top blender, blend the mixture with the lid on for a few seconds.  If you're using an immersion blender, place the stick in the bottom of the mixture (in a high-rimmed bowl), and blend for a few seconds, pulsing up and down at the bottom a few times.  If you're using a table-top blender, take the lid off of your blender, or just the top part of the lid if you have that option on your blender.  With your distilled water or hydrosol in the glass measuring cup, slowly pour it into the oil mixture in a very thin drizzle while the blender is on medium/low.","Allow the oil mixture to cool for a few minutes before pouring it into your blender (if using a table-top blender). Let this mixture cool until it’s room temperature.  It should look creamy, thick and opaque, but don’t let it get solid.  Optional: You can place the blender in the fridge for about 35 minutes to speed up the process.  Add the vitamin E oil and essential oil to the cooled oil mixture.  If you're using a table-top blender, blend the mixture with the lid on for a few seconds.  If you're using an immersion blender, place the stick in the bottom of the mixture (in a high-rimmed bowl), and blend for a few seconds, pulsing up and down at the bottom a few times.  If you're using a table-top blender, take the lid off of your blender, or just the top part of the lid if you have that option on your blender.  With your distilled water or hydrosol in the glass measuring cup, slowly pour it into the oil mixture in a very thin drizzle while the blender is on medium/low.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 0, 'endOffset': 236, 'label': 'relevant-text-span'}]}}]","['Allow the oil mixture to cool for a few minutes before pouring it into your blender (if using a table-top blender). Let this mixture cool until its room temperature.  It should look creamy, thick and opaque, but dont let it get solid.']","['Allow the oil mixture to cool for a few minutes before pouring it into your blender (if using a table-top blender). Let this mixture cool until it’s room temperature.  It should look creamy, thick and opaque, but don’t let it get solid.']"
worker_410,133_1-1,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,['MARCO_36_1287798402-9'],"I had one of these in the past and it was so amazing to use after a long day; it really helps relax those tense muscles and tired areas. 3  . Spa Basket EVERY mom loves to be pampered, but sometimes there is not enough time to actually leave the house or it costs a ton of money.  This would be an excellent DIY Mother’s Day gift idea that would leave her feeling rejuvenated and beautiful!  Comfy robe: Nothing gives more of a spa feeling than a white robe.  If you have ever been to a fancy hotel or resort, that is what they always leave for guests.  Putting on this robe will leave mom feeling like a queen of her own palace.  Spa slippers: What would leave more of a spa feeling are slippers to match that comfy bath robe!  So, snag a pair of these to top off the ensemble.  Face care products: Facial care is becoming a hot ticket now, along with chemical peels and charcoal masks.  This one comes highly recommended from a mom blogger than I follow.  It is easy to use and fairly mess free.  The mask is meant to be used sparingly, so perfect for moms that don’t want to follow a routine.","I had one of these in the past and it was so amazing to use after a long day; it really helps relax those tense muscles and tired areas. 3  . Spa Basket EVERY mom loves to be pampered, but sometimes there is not enough time to actually leave the house or it costs a ton of money.  This would be an excellent DIY Mother’s Day gift idea that would leave her feeling rejuvenated and beautiful!  Comfy robe: Nothing gives more of a spa feeling than a white robe.  If you have ever been to a fancy hotel or resort, that is what they always leave for guests.  Putting on this robe will leave mom feeling like a queen of her own palace.  Spa slippers: What would leave more of a spa feeling are slippers to match that comfy bath robe!  So, snag a pair of these to top off the ensemble.  Face care products: Facial care is becoming a hot ticket now, along with chemical peels and charcoal masks.  This one comes highly recommended from a mom blogger than I follow.  It is easy to use and fairly mess free.  The mask is meant to be used sparingly, so perfect for moms that don’t want to follow a routine.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 392, 'endOffset': 402, 'label': 'relevant-text-span'}, {'startOffset': 631, 'endOffset': 643, 'label': 'relevant-text-span'}, {'startOffset': 780, 'endOffset': 798, 'label': 'relevant-text-span'}]}}]","['Comfy robe', 'Spa slippers', 'Face care products']","['Comfy robe', 'Spa slippers', 'Face care products']"
worker_410,133_1-3,Can I make the beauty products at home?,['MARCO_38_279071407-6'],"For an oily, irritated scalp, you can add mint or eucalyptus oil. Lotion Using homemade lotion is great when you are trying to avoid harmful chemicals.  Your mom’s skin will need a lotion that moisturizes and tightens the skin.  An easy lotion recipe is using 100 percent natural aloe gel and whipping in an oil of your liking.  You can use pure, edible coconut oil.  Another effective option is using edible cocoa butter.  Add pomegranate seed oil to enhance the lotion’s anti-aging property.  If your mom has oily skin or sensitive skin, you can add tea tree oil or rosemary oil.  Check out this customizable homemade face mask recipe.  Toner A good, homemade toner will make your mother’s skin happy.  A base product that goes well with all skin types is rose water.  You can add other ingredients to enhance its properties.  For sensitive skin, add witch hazel extract to the toner.  For acne-prone skin, add tea tree oil.  You can make tea tree water by mixing water with oil.  If your mom has dry skin, make sure to add coconut oil to your toner.  Final Thoughts This Mother’s Day, deepen the bond you have with your mom with a gift that expresses your gratitude.","For an oily, irritated scalp, you can add mint or eucalyptus oil. Lotion Using homemade lotion is great when you are trying to avoid harmful chemicals.  Your mom’s skin will need a lotion that moisturizes and tightens the skin.  An easy lotion recipe is using 100 percent natural aloe gel and whipping in an oil of your liking.  You can use pure, edible coconut oil.  Another effective option is using edible cocoa butter.  Add pomegranate seed oil to enhance the lotion’s anti-aging property.  If your mom has oily skin or sensitive skin, you can add tea tree oil or rosemary oil.  Check out this customizable homemade face mask recipe.  Toner A good, homemade toner will make your mother’s skin happy.  A base product that goes well with all skin types is rose water.  You can add other ingredients to enhance its properties.  For sensitive skin, add witch hazel extract to the toner.  For acne-prone skin, add tea tree oil.  You can make tea tree water by mixing water with oil.  If your mom has dry skin, make sure to add coconut oil to your toner.  Final Thoughts This Mother’s Day, deepen the bond you have with your mom with a gift that expresses your gratitude.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 79, 'endOffset': 94, 'label': 'relevant-text-span'}, {'startOffset': 237, 'endOffset': 250, 'label': 'relevant-text-span'}, {'startOffset': 598, 'endOffset': 636, 'label': 'relevant-text-span'}, {'startOffset': 653, 'endOffset': 667, 'label': 'relevant-text-span'}, {'startOffset': 775, 'endOffset': 800, 'label': 'relevant-text-span'}]}}]","['homemade lotion', 'lotion recipe', 'customizable homemade face mask recipe', 'homemade toner', 'can add other ingredients']","['homemade lotion', 'lotion recipe', 'customizable homemade face mask recipe', 'homemade toner', 'can add other ingredients']"
worker_410,133_1-5,I’ve never made a beauty product at home before. Can you tell me how to make one?,['MARCO_10_1121897022-2'],"In fact, you probably have most of the necessary ingredients in your home already! Making your own beauty products at home is as simple as gathering the materials and mixing them together.  Doing so will save you money and keep you looking your best!  Steps Method 1 of 3: Creating Skincare Products Download Article PRO {'smallUrl':'https:\/\/www.wikihow.com\/images\/thumb\/2\/24\/Make-Your-Own-Beauty-Products-Step-1-Version-6.jpg\/v4-460px-Make-Your-Own-Beauty-Products-Step-1-Version-6.jpg','bigUrl':'\/images\/thumb\/2\/24\/Make-Your-Own-Beauty-Products-Step-1-Version-6.jpg\/aid1749-v4-728px-Make-Your-Own-Beauty-Products-Step-1-Version-6.jpg','smallWidth':460,'smallHeight':259,'bigWidth':728,'bigHeight':410,'licensing':'<div class=\'mw-parser-output\'><p>\u00a9 2021 wikiHow, Inc.  All rights reserved.  wikiHow, Inc. is the copyright holder of this image under U.S. and international copyright laws.  This image is <b>not<\/b> licensed under the Creative Commons license applied to text content and some other images posted to the wikiHow website.  This image may not be used by other entities without the express written consent of wikiHow, Inc.<br>\n<\/p><p><br \/>\n<\/p><\/div>'} 1 Create a body wash using honey, coconut oil, and castile soap.  Use 3 fl oz (89 mL) of each ingredient.  Stir them together in a glass or plastic container.","In fact, you probably have most of the necessary ingredients in your home already! Making your own beauty products at home is as simple as gathering the materials and mixing them together.  Doing so will save you money and keep you looking your best!  Steps Method 1 of 3: Creating Skincare Products Download Article PRO {'smallUrl':'https:\/\/www.wikihow.com\/images\/thumb\/2\/24\/Make-Your-Own-Beauty-Products-Step-1-Version-6.jpg\/v4-460px-Make-Your-Own-Beauty-Products-Step-1-Version-6.jpg','bigUrl':'\/images\/thumb\/2\/24\/Make-Your-Own-Beauty-Products-Step-1-Version-6.jpg\/aid1749-v4-728px-Make-Your-Own-Beauty-Products-Step-1-Version-6.jpg','smallWidth':460,'smallHeight':259,'bigWidth':728,'bigHeight':410,'licensing':'<div class=\'mw-parser-output\'><p>\u00a9 2021 wikiHow, Inc.  All rights reserved.  wikiHow, Inc. is the copyright holder of this image under U.S. and international copyright laws.  This image is <b>not<\/b> licensed under the Creative Commons license applied to text content and some other images posted to the wikiHow website.  This image may not be used by other entities without the express written consent of wikiHow, Inc.<br>\n<\/p><p><br \/>\n<\/p><\/div>'} 1 Create a body wash using honey, coconut oil, and castile soap.  Use 3 fl oz (89 mL) of each ingredient.  Stir them together in a glass or plastic container.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 139, 'endOffset': 187, 'label': 'relevant-text-span'}, {'startOffset': 265, 'endOffset': 267, 'label': 'relevant-text-span'}, {'startOffset': 1197, 'endOffset': 1353, 'label': 'relevant-text-span'}]}}]","['gathering the materials and mixing them together', '1 ', 'Create a body wash using honey, coconut oil, and castile soap.  Use 3 fl oz (89 mL) of each ingredient.  Stir them together in a glass or plastic container.']","['gathering the materials and mixing them together', '1 ', 'Create a body wash using honey, coconut oil, and castile soap.  Use 3 fl oz (89 mL) of each ingredient.  Stir them together in a glass or plastic container.']"
worker_410,133_1-7,How much would making my own deodorant cost?,['MARCO_31_819352125-3'],"Before You Start, You’ll Need Coconut oil (or 1/2 as much of a liquid oil if you are allergic to coconut oil) shea butter , cocoa butter or mango butter (or a mix of all three) beeswax (pastilles) Optional: Vitamin E oil baking soda (Omit this if you have sensitive skin and just use extra arrowroot) organic arrowroot powder or non-gmo cornstarch 2-3 capsules of high quality probiotics that don’t need to be refrigerated ( I love Bio Kult brand )- optional Optional: Essential oils of choice – I used about 20 drops of lavender essential oil Deodorant Bar Ingredients ½ cup coconut oil ½ cup shea butter , cocoa butter or mango butter (or a mix of all three equal to 1 part) ½ cup + 1 tsp beeswax 1 teaspoon Vitamin E oil – optional 3 tablespoons baking soda (Omit this if you have sensitive skin and just use extra arrowroot or cornstarch) 1/2 cup organic arrowroot powder 2-3 capsules of high quality probiotics that don’t need to be refrigerated (optional) Optional: Essential oils of choice – I used about 20 drops of lavender essential oil and also like citrus and frankincense Deodorant Bar Instructions Combine coconut oil, shea (or other) butter, and beeswax in a double boiler, or a glass bowl over a smaller saucepan with 1 inch of water in it.","Before You Start, You’ll Need Coconut oil (or 1/2 as much of a liquid oil if you are allergic to coconut oil) shea butter , cocoa butter or mango butter (or a mix of all three) beeswax (pastilles) Optional: Vitamin E oil baking soda (Omit this if you have sensitive skin and just use extra arrowroot) organic arrowroot powder or non-gmo cornstarch 2-3 capsules of high quality probiotics that don’t need to be refrigerated ( I love Bio Kult brand )- optional Optional: Essential oils of choice – I used about 20 drops of lavender essential oil Deodorant Bar Ingredients ½ cup coconut oil ½ cup shea butter , cocoa butter or mango butter (or a mix of all three equal to 1 part) ½ cup + 1 tsp beeswax 1 teaspoon Vitamin E oil – optional 3 tablespoons baking soda (Omit this if you have sensitive skin and just use extra arrowroot or cornstarch) 1/2 cup organic arrowroot powder 2-3 capsules of high quality probiotics that don’t need to be refrigerated (optional) Optional: Essential oils of choice – I used about 20 drops of lavender essential oil and also like citrus and frankincense Deodorant Bar Instructions Combine coconut oil, shea (or other) butter, and beeswax in a double boiler, or a glass bowl over a smaller saucepan with 1 inch of water in it.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 570, 'endOffset': 760, 'label': 'relevant-text-span'}, {'startOffset': 842, 'endOffset': 915, 'label': 'relevant-text-span'}]}}]","[' cup coconut oil  cup shea butter , cocoa butter or mango butter (or a mix of all three equal to 1 part)  cup + 1 tsp beeswax 1 teaspoon Vitamin E oil  optional 3 tablespoons baking soda', ' 1/2 cup organic arrowroot powder 2-3 capsules of high quality probiotics']","['½ cup coconut oil ½ cup shea butter , cocoa butter or mango butter (or a mix of all three equal to 1 part) ½ cup + 1 tsp beeswax 1 teaspoon Vitamin E oil – optional 3 tablespoons baking soda', ' 1/2 cup organic arrowroot powder 2-3 capsules of high quality probiotics']"
