HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.passage_id,Input.relevance_score,Input.passage,Input.query,Input.sentence,Input.sentence_id,Answer.taskAnswers,Approve,Reject,text_spans
3P7QK0GJ4X0XHVK7M4M90OZGJXX2ZI,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,30OG32W0SZQYI6GY22BIWMXM1MNEN6,worker_518,Submitted,Thu Jan 26 09:07:27 PST 2023,Thu Jan 26 09:10:35 PST 2023,Sun Jan 29 09:10:35 PST 2023,,,,188,100% (1/1),100% (1/1),100% (1/1),133_1-7,MARCO_21_1040240025-5,4,"Before applying, give it a good shake to evenly disperse the oils, and be sure to let it sink in for a few minutes before getting dressed. Next: Check out this simple body spray that banishes bacne .  Print No ratings yet Essential Oil DIY Deodorant Spray Vodka is the secret ingredient in this natural DIY deodorant spray recipe that's tough on odors but not your skin.  Prep Time 5 mins Total Time 5 mins Course: Bath and Body Cuisine: DIY Keyword: beauty, deodorant, essential oils Yield: 2 ounces Author: Stephanie Gerber Cost: $6 Equipment 2-ounce dark mister bottle Materials 2 tbsp vodka (the higher the proof, the better) 2 tbsp distilled water 2 drops rose absolute essential oil 2 drops jasmine essential oil 2 drops orange essential oil 1 drop lavender essential oil Instructions To make: Combine all of the ingredients in a small, dark-colored bottle.  Shake to combine.  To use: Shake well before each use.  Give each underarm 2–3 spritzes, and let them air dry.  Apply again after exercising or heavy exertion, if desired.  Notes Feel free to use any essential oils you like for this.  While they may not be as fragrant, antibacterial oils—like cinnamon, tea tree, and oregano—will help keep the B.O. at bay.",How much would making my own deodorant cost?,"Prep Time 5 mins Total Time 5 mins Course: Bath and Body Cuisine: DIY Keyword: beauty, deodorant, essential oils Yield: 2 ounces Author: Stephanie Gerber Cost: $6 Equipment 2-ounce dark mister bottle Materials 2 tbsp vodka (the higher the proof, the better) 2 tbsp distilled water 2 drops rose absolute essential oil 2 drops jasmine essential oil 2 drops orange essential oil 1 drop lavender essential oil Instructions To make: Combine all of the ingredients in a small, dark-colored bottle.",133_1-7--MARCO_21_1040240025-5--3,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":162,""label"":""relevant-text-span"",""startOffset"":159}]}}]",x,,[' $6']
3XH7ZM9YY69ZFOJFXW7BO85VGMO9RO,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,3LJ7UR74RMSGQ4J5DWZ5N0LVOYYN4G,worker_440,Submitted,Thu Jan 26 09:11:55 PST 2023,Thu Jan 26 09:12:36 PST 2023,Sun Jan 29 09:12:36 PST 2023,,,,41,0% (0/0),0% (0/0),0% (0/0),133_1-7,MARCO_21_1040240025-5,4,"Before applying, give it a good shake to evenly disperse the oils, and be sure to let it sink in for a few minutes before getting dressed. Next: Check out this simple body spray that banishes bacne .  Print No ratings yet Essential Oil DIY Deodorant Spray Vodka is the secret ingredient in this natural DIY deodorant spray recipe that's tough on odors but not your skin.  Prep Time 5 mins Total Time 5 mins Course: Bath and Body Cuisine: DIY Keyword: beauty, deodorant, essential oils Yield: 2 ounces Author: Stephanie Gerber Cost: $6 Equipment 2-ounce dark mister bottle Materials 2 tbsp vodka (the higher the proof, the better) 2 tbsp distilled water 2 drops rose absolute essential oil 2 drops jasmine essential oil 2 drops orange essential oil 1 drop lavender essential oil Instructions To make: Combine all of the ingredients in a small, dark-colored bottle.  Shake to combine.  To use: Shake well before each use.  Give each underarm 2–3 spritzes, and let them air dry.  Apply again after exercising or heavy exertion, if desired.  Notes Feel free to use any essential oils you like for this.  While they may not be as fragrant, antibacterial oils—like cinnamon, tea tree, and oregano—will help keep the B.O. at bay.",How much would making my own deodorant cost?,Print No ratings yet Essential Oil DIY Deodorant Spray Vodka is the secret ingredient in this natural DIY deodorant spray recipe that's tough on odors but not your skin.,133_1-7--MARCO_21_1040240025-5--2,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":61,""label"":""relevant-text-span"",""startOffset"":55}]}}]",x,,['Vodka ']
3XH7ZM9YY69ZFOJFXW7BO85VGMO9RO,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,39PAAFCODRFDFU74UOM45PR0QZCTVS,worker_239,Submitted,Thu Jan 26 09:00:28 PST 2023,Thu Jan 26 09:05:53 PST 2023,Sun Jan 29 09:05:53 PST 2023,,,,325,89% (25/28),89% (25/28),89% (25/28),133_1-7,MARCO_21_1040240025-5,4,"Before applying, give it a good shake to evenly disperse the oils, and be sure to let it sink in for a few minutes before getting dressed. Next: Check out this simple body spray that banishes bacne .  Print No ratings yet Essential Oil DIY Deodorant Spray Vodka is the secret ingredient in this natural DIY deodorant spray recipe that's tough on odors but not your skin.  Prep Time 5 mins Total Time 5 mins Course: Bath and Body Cuisine: DIY Keyword: beauty, deodorant, essential oils Yield: 2 ounces Author: Stephanie Gerber Cost: $6 Equipment 2-ounce dark mister bottle Materials 2 tbsp vodka (the higher the proof, the better) 2 tbsp distilled water 2 drops rose absolute essential oil 2 drops jasmine essential oil 2 drops orange essential oil 1 drop lavender essential oil Instructions To make: Combine all of the ingredients in a small, dark-colored bottle.  Shake to combine.  To use: Shake well before each use.  Give each underarm 2–3 spritzes, and let them air dry.  Apply again after exercising or heavy exertion, if desired.  Notes Feel free to use any essential oils you like for this.  While they may not be as fragrant, antibacterial oils—like cinnamon, tea tree, and oregano—will help keep the B.O. at bay.",How much would making my own deodorant cost?,Print No ratings yet Essential Oil DIY Deodorant Spray Vodka is the secret ingredient in this natural DIY deodorant spray recipe that's tough on odors but not your skin.,133_1-7--MARCO_21_1040240025-5--2,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":168,""label"":""relevant-text-span"",""startOffset"":21}]}}]",x,,"[""Essential Oil DIY Deodorant Spray Vodka is the secret ingredient in this natural DIY deodorant spray recipe that's tough on odors but not your skin""]"
3XH7ZM9YY69ZFOJFXW7BO85VGMO9RO,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,4,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,34X6J5FLPYDRWJFIWVEQXW5JBAUJQH,worker_114,Submitted,Thu Jan 26 23:54:18 PST 2023,Thu Jan 26 23:57:33 PST 2023,Sun Jan 29 23:57:33 PST 2023,,,,195,75% (6/8),75% (6/8),71% (5/7),133_1-7,MARCO_21_1040240025-5,4,"Before applying, give it a good shake to evenly disperse the oils, and be sure to let it sink in for a few minutes before getting dressed. Next: Check out this simple body spray that banishes bacne .  Print No ratings yet Essential Oil DIY Deodorant Spray Vodka is the secret ingredient in this natural DIY deodorant spray recipe that's tough on odors but not your skin.  Prep Time 5 mins Total Time 5 mins Course: Bath and Body Cuisine: DIY Keyword: beauty, deodorant, essential oils Yield: 2 ounces Author: Stephanie Gerber Cost: $6 Equipment 2-ounce dark mister bottle Materials 2 tbsp vodka (the higher the proof, the better) 2 tbsp distilled water 2 drops rose absolute essential oil 2 drops jasmine essential oil 2 drops orange essential oil 1 drop lavender essential oil Instructions To make: Combine all of the ingredients in a small, dark-colored bottle.  Shake to combine.  To use: Shake well before each use.  Give each underarm 2–3 spritzes, and let them air dry.  Apply again after exercising or heavy exertion, if desired.  Notes Feel free to use any essential oils you like for this.  While they may not be as fragrant, antibacterial oils—like cinnamon, tea tree, and oregano—will help keep the B.O. at bay.",How much would making my own deodorant cost?,Print No ratings yet Essential Oil DIY Deodorant Spray Vodka is the secret ingredient in this natural DIY deodorant spray recipe that's tough on odors but not your skin.,133_1-7--MARCO_21_1040240025-5--2,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":169,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,"[""Print No ratings yet Essential Oil DIY Deodorant Spray Vodka is the secret ingredient in this natural DIY deodorant spray recipe that's tough on odors but not your skin.""]"
3XD2A6FGGR9BG3JSCL7GEIAR2O79SC,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,3QIYRE09Y8WZY5MMQEG3P2ESCDJ1NA,worker_123,Submitted,Thu Jan 26 09:10:44 PST 2023,Thu Jan 26 09:16:34 PST 2023,Sun Jan 29 09:16:34 PST 2023,,,,350,73% (8/11),73% (8/11),73% (8/11),133_1-7,MARCO_22_274143610-4,3,"Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works! You can make 2 sticks in 10 minutes with all natural ingredients you can feel good about.  Ingredients 3/4 oz beeswax 2 oz coconut oil 3/4 oz shea butter 2 Tbsp baking soda 2 Tbsp cornstarch 1/4 cup arrowroot powder 10-20 drops tea tree oil (or other essential oil) Instructions Weigh the beeswax, coconut oil and shea butter into a glass measuring cup.  Place in a small saucepan with a couple inches of water and simmer until the oils are completely melted.  Remove from heat and stir in baking soda, cornstarch and arrowroot powder.  Then stir in tea tree oil.  Pour into 2 empty deodorant containers.  Allow to harden before use.  Did you make this recipe?  Please leave a comment on the blog or share a photo on Pinterest How to Build a Nautical Picnic Table for Bigger Kids ← Previous Free Printable: Enjoy the Ride Art Next → Click here to cancel reply.  This site uses Akismet to reduce spam.  Learn how your comment data is processed.  Sam Armstrong Monday 17th of May 2021 Hi, I am just wondering if the baking soda can be replaced with magnesium hydroxide.",How much would making my own deodorant cost?,Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works!,133_1-7--MARCO_22_274143610-4--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":173,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works!']
3XD2A6FGGR9BG3JSCL7GEIAR2O79SC,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,3VHP9MDGRSZ7XGJ38NMAYTOAEJPCF5,worker_147,Submitted,Thu Jan 26 09:04:24 PST 2023,Thu Jan 26 09:10:32 PST 2023,Sun Jan 29 09:10:32 PST 2023,,,,368,0% (0/0),0% (0/0),0% (0/0),133_1-7,MARCO_22_274143610-4,3,"Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works! You can make 2 sticks in 10 minutes with all natural ingredients you can feel good about.  Ingredients 3/4 oz beeswax 2 oz coconut oil 3/4 oz shea butter 2 Tbsp baking soda 2 Tbsp cornstarch 1/4 cup arrowroot powder 10-20 drops tea tree oil (or other essential oil) Instructions Weigh the beeswax, coconut oil and shea butter into a glass measuring cup.  Place in a small saucepan with a couple inches of water and simmer until the oils are completely melted.  Remove from heat and stir in baking soda, cornstarch and arrowroot powder.  Then stir in tea tree oil.  Pour into 2 empty deodorant containers.  Allow to harden before use.  Did you make this recipe?  Please leave a comment on the blog or share a photo on Pinterest How to Build a Nautical Picnic Table for Bigger Kids ← Previous Free Printable: Enjoy the Ride Art Next → Click here to cancel reply.  This site uses Akismet to reduce spam.  Learn how your comment data is processed.  Sam Armstrong Monday 17th of May 2021 Hi, I am just wondering if the baking soda can be replaced with magnesium hydroxide.",How much would making my own deodorant cost?,Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works!,133_1-7--MARCO_22_274143610-4--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":173,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works!']
3XD2A6FGGR9BG3JSCL7GEIAR2O79SC,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,4,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,3X08E93BH0XMY6HRX363INJNP3Y661,worker_83,Submitted,Fri Jan 27 00:03:04 PST 2023,Fri Jan 27 00:05:04 PST 2023,Mon Jan 30 00:05:04 PST 2023,,,,120,0% (0/2),0% (0/2),0% (0/0),133_1-7,MARCO_22_274143610-4,3,"Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works! You can make 2 sticks in 10 minutes with all natural ingredients you can feel good about.  Ingredients 3/4 oz beeswax 2 oz coconut oil 3/4 oz shea butter 2 Tbsp baking soda 2 Tbsp cornstarch 1/4 cup arrowroot powder 10-20 drops tea tree oil (or other essential oil) Instructions Weigh the beeswax, coconut oil and shea butter into a glass measuring cup.  Place in a small saucepan with a couple inches of water and simmer until the oils are completely melted.  Remove from heat and stir in baking soda, cornstarch and arrowroot powder.  Then stir in tea tree oil.  Pour into 2 empty deodorant containers.  Allow to harden before use.  Did you make this recipe?  Please leave a comment on the blog or share a photo on Pinterest How to Build a Nautical Picnic Table for Bigger Kids ← Previous Free Printable: Enjoy the Ride Art Next → Click here to cancel reply.  This site uses Akismet to reduce spam.  Learn how your comment data is processed.  Sam Armstrong Monday 17th of May 2021 Hi, I am just wondering if the baking soda can be replaced with magnesium hydroxide.",How much would making my own deodorant cost?,Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works!,133_1-7--MARCO_22_274143610-4--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":154,""label"":""relevant-text-span"",""startOffset"":110}]}}]",x,,['A fast & easy solid homemade deodorant stick']
3EKZL9T8ZC1OOSCFDB58CU4XZYTHCG,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,31EUONYN20IX222WY705BFLDRRVOV1,worker_123,Submitted,Thu Jan 26 09:10:42 PST 2023,Thu Jan 26 09:16:26 PST 2023,Sun Jan 29 09:16:26 PST 2023,,,,344,73% (8/11),73% (8/11),73% (8/11),133_1-7,MARCO_25_779621650-1,4,"Easy 2-Ingredient Essential Oil Deodorant Recipe - One Essential Community Easy 2-Ingredient Essential Oil Deodorant Recipe February 1, 2018 By Sarah Lewis Home Essential Oil Beauty Recipes Easy 2-Ingredient Essential Oil Deodorant Recipe Share Email It’s hard to find natural deodorants that really work.  And even harder to find effective ones that don’t cost a fortune.  That’s why I’m really excited to share one of my favorite natural deodorant recipes with you!  It stops odor, keeping me smelling fresh & clean all day.  It’s a super easy and cheap DIY made with essential oils and milk of magnesia.  Yep, just 2 ingredients.  But it REALLY DOES WORK.  Why I love this deodorant super cheap — least expensive natural deodorant I’ve ever bought or made.  One bottle of milk of magnesia only costs about $3 and lasts me 3-5 months.  incredibly easy to make — just pour essential oil and milk of magnesia into a bottle and shake.  That’s it!  It takes less than 1 minute to make.  effective — it really works !  It stops odor before it starts.  No more stink.  This keeps me smelling fresh & clean all day long.  natural – I love eliminating harsh chemicals and toxins from my home.  And deodorant is one of the best places to start.",How much would making my own deodorant cost?,"Easy 2-Ingredient Essential Oil Deodorant Recipe - One Essential Community Easy 2-Ingredient Essential Oil Deodorant Recipe February 1, 2018 By Sarah Lewis Home Essential Oil Beauty Recipes Easy 2-Ingredient Essential Oil Deodorant Recipe Share Email It’s hard to find natural deodorants that really work.",133_1-7--MARCO_25_779621650-1--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":305,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,"['Easy 2-Ingredient Essential Oil Deodorant Recipe - One Essential Community Easy 2-Ingredient Essential Oil Deodorant Recipe February 1, 2018 By Sarah Lewis Home Essential Oil Beauty Recipes Easy 2-Ingredient Essential Oil Deodorant Recipe Share Email Its hard to find natural deodorants that really work.']"
3EKZL9T8ZC1OOSCFDB58CU4XZYTHCG,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,34Z02EIMIXSXMT6ORRYFKW1AW3ZT00,worker_223,Submitted,Thu Jan 26 09:09:01 PST 2023,Thu Jan 26 09:15:54 PST 2023,Sun Jan 29 09:15:54 PST 2023,,,,413,33% (1/3),33% (1/3),0% (0/2),133_1-7,MARCO_25_779621650-1,4,"Easy 2-Ingredient Essential Oil Deodorant Recipe - One Essential Community Easy 2-Ingredient Essential Oil Deodorant Recipe February 1, 2018 By Sarah Lewis Home Essential Oil Beauty Recipes Easy 2-Ingredient Essential Oil Deodorant Recipe Share Email It’s hard to find natural deodorants that really work.  And even harder to find effective ones that don’t cost a fortune.  That’s why I’m really excited to share one of my favorite natural deodorant recipes with you!  It stops odor, keeping me smelling fresh & clean all day.  It’s a super easy and cheap DIY made with essential oils and milk of magnesia.  Yep, just 2 ingredients.  But it REALLY DOES WORK.  Why I love this deodorant super cheap — least expensive natural deodorant I’ve ever bought or made.  One bottle of milk of magnesia only costs about $3 and lasts me 3-5 months.  incredibly easy to make — just pour essential oil and milk of magnesia into a bottle and shake.  That’s it!  It takes less than 1 minute to make.  effective — it really works !  It stops odor before it starts.  No more stink.  This keeps me smelling fresh & clean all day long.  natural – I love eliminating harsh chemicals and toxins from my home.  And deodorant is one of the best places to start.",How much would making my own deodorant cost?,"Easy 2-Ingredient Essential Oil Deodorant Recipe - One Essential Community Easy 2-Ingredient Essential Oil Deodorant Recipe February 1, 2018 By Sarah Lewis Home Essential Oil Beauty Recipes Easy 2-Ingredient Essential Oil Deodorant Recipe Share Email It’s hard to find natural deodorants that really work.",133_1-7--MARCO_25_779621650-1--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":189,""label"":""relevant-text-span"",""startOffset"":93}]}}]",x,,"['Essential Oil Deodorant Recipe February 1, 2018 By Sarah Lewis Home Essential Oil Beauty Recipes']"
3EKZL9T8ZC1OOSCFDB58CU4XZYTHCG,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,3VP0C6EFSLBON92JKJDK7JG9FZW6MM,worker_289,Submitted,Thu Jan 26 09:23:06 PST 2023,Thu Jan 26 09:24:39 PST 2023,Sun Jan 29 09:24:39 PST 2023,,,,93,0% (0/0),0% (0/0),0% (0/0),133_1-7,MARCO_25_779621650-1,4,"Easy 2-Ingredient Essential Oil Deodorant Recipe - One Essential Community Easy 2-Ingredient Essential Oil Deodorant Recipe February 1, 2018 By Sarah Lewis Home Essential Oil Beauty Recipes Easy 2-Ingredient Essential Oil Deodorant Recipe Share Email It’s hard to find natural deodorants that really work.  And even harder to find effective ones that don’t cost a fortune.  That’s why I’m really excited to share one of my favorite natural deodorant recipes with you!  It stops odor, keeping me smelling fresh & clean all day.  It’s a super easy and cheap DIY made with essential oils and milk of magnesia.  Yep, just 2 ingredients.  But it REALLY DOES WORK.  Why I love this deodorant super cheap — least expensive natural deodorant I’ve ever bought or made.  One bottle of milk of magnesia only costs about $3 and lasts me 3-5 months.  incredibly easy to make — just pour essential oil and milk of magnesia into a bottle and shake.  That’s it!  It takes less than 1 minute to make.  effective — it really works !  It stops odor before it starts.  No more stink.  This keeps me smelling fresh & clean all day long.  natural – I love eliminating harsh chemicals and toxins from my home.  And deodorant is one of the best places to start.",How much would making my own deodorant cost?,"Easy 2-Ingredient Essential Oil Deodorant Recipe - One Essential Community Easy 2-Ingredient Essential Oil Deodorant Recipe February 1, 2018 By Sarah Lewis Home Essential Oil Beauty Recipes Easy 2-Ingredient Essential Oil Deodorant Recipe Share Email It’s hard to find natural deodorants that really work.",133_1-7--MARCO_25_779621650-1--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":239,""label"":""relevant-text-span"",""startOffset"":218},{""endOffset"":288,""label"":""relevant-text-span"",""startOffset"":269}]}}]",x,,"['Oil Deodorant Recipe ', 'natural deodorants ']"
389A2A305SXDDS6JF3YN625GDHRC09,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,3K3R2QNK8GIUI09QRS7II3O5IL09UJ,worker_199,Submitted,Thu Jan 26 09:00:21 PST 2023,Thu Jan 26 09:02:56 PST 2023,Sun Jan 29 09:02:56 PST 2023,,,,155,100% (10/10),0% (0/0),0% (0/0),133_1-7,MARCO_31_819352125-3,3,"Before You Start, You’ll Need Coconut oil (or 1/2 as much of a liquid oil if you are allergic to coconut oil) shea butter , cocoa butter or mango butter (or a mix of all three) beeswax (pastilles) Optional: Vitamin E oil baking soda (Omit this if you have sensitive skin and just use extra arrowroot) organic arrowroot powder or non-gmo cornstarch 2-3 capsules of high quality probiotics that don’t need to be refrigerated ( I love Bio Kult brand )- optional Optional: Essential oils of choice – I used about 20 drops of lavender essential oil Deodorant Bar Ingredients ½ cup coconut oil ½ cup shea butter , cocoa butter or mango butter (or a mix of all three equal to 1 part) ½ cup + 1 tsp beeswax 1 teaspoon Vitamin E oil – optional 3 tablespoons baking soda (Omit this if you have sensitive skin and just use extra arrowroot or cornstarch) 1/2 cup organic arrowroot powder 2-3 capsules of high quality probiotics that don’t need to be refrigerated (optional) Optional: Essential oils of choice – I used about 20 drops of lavender essential oil and also like citrus and frankincense Deodorant Bar Instructions Combine coconut oil, shea (or other) butter, and beeswax in a double boiler, or a glass bowl over a smaller saucepan with 1 inch of water in it.",How much would making my own deodorant cost?,"Before You Start, You’ll Need Coconut oil (or 1/2 as much of a liquid oil if you are allergic to coconut oil) shea butter , cocoa butter or mango butter (or a mix of all three) beeswax (pastilles)",133_1-7--MARCO_31_819352125-3--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":108,""label"":""relevant-text-span"",""startOffset"":46}]}}]",x,,['1/2 as much of a liquid oil if you are allergic to coconut oil']
389A2A305SXDDS6JF3YN625GDHRC09,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:47 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:47 PST 2023,,,34MAJL3QP929M0QVVDFQEMNPJH834H,worker_65,Submitted,Thu Jan 26 09:14:08 PST 2023,Thu Jan 26 09:17:10 PST 2023,Sun Jan 29 09:17:10 PST 2023,,,,182,100% (7/7),100% (7/7),100% (5/5),133_1-7,MARCO_31_819352125-3,3,"Before You Start, You’ll Need Coconut oil (or 1/2 as much of a liquid oil if you are allergic to coconut oil) shea butter , cocoa butter or mango butter (or a mix of all three) beeswax (pastilles) Optional: Vitamin E oil baking soda (Omit this if you have sensitive skin and just use extra arrowroot) organic arrowroot powder or non-gmo cornstarch 2-3 capsules of high quality probiotics that don’t need to be refrigerated ( I love Bio Kult brand )- optional Optional: Essential oils of choice – I used about 20 drops of lavender essential oil Deodorant Bar Ingredients ½ cup coconut oil ½ cup shea butter , cocoa butter or mango butter (or a mix of all three equal to 1 part) ½ cup + 1 tsp beeswax 1 teaspoon Vitamin E oil – optional 3 tablespoons baking soda (Omit this if you have sensitive skin and just use extra arrowroot or cornstarch) 1/2 cup organic arrowroot powder 2-3 capsules of high quality probiotics that don’t need to be refrigerated (optional) Optional: Essential oils of choice – I used about 20 drops of lavender essential oil and also like citrus and frankincense Deodorant Bar Instructions Combine coconut oil, shea (or other) butter, and beeswax in a double boiler, or a glass bowl over a smaller saucepan with 1 inch of water in it.",How much would making my own deodorant cost?,"Before You Start, You’ll Need Coconut oil (or 1/2 as much of a liquid oil if you are allergic to coconut oil) shea butter , cocoa butter or mango butter (or a mix of all three) beeswax (pastilles)",133_1-7--MARCO_31_819352125-3--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":196,""label"":""relevant-text-span"",""startOffset"":29}]}}]",x,,"[' Coconut oil (or 1/2 as much of a liquid oil if you are allergic to coconut oil) shea butter , cocoa butter or mango butter (or a mix of all three) beeswax (pastilles)']"
