HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans
37M4O367WNXPHL4BPYUQ3IP678Z5MX,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:26 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:26 PST 2023,,,3LWJHTCVCH1BRHTMD5JHUNV4W85QFJ,worker_477,Submitted,Mon Jan 23 02:46:11 PST 2023,Mon Jan 23 02:47:37 PST 2023,Thu Jan 26 02:47:37 PST 2023,,,,86,77% (134/174),88% (123/140),96% (119/124),133_2-3,0,MARCO_40_1521313919-3,4,"Want more beauty tips and recipes like this recipe for homemade face moisturizer? If so, you can explore other homemade beauty products on this site including: Homemade Conditioner for Natural Hair DIY Face Scrub for Acne DIY Hair Growth Spray DIY Microdermabrasion Paste So, ready to learn how to make face moisturizer?  Let’s get to it!  Ingredients for Homemade Face Moisturizer ½ cup coconut oil 2 tsp.  almond oil 1 Tbsp.  cocoa butter 5 drops frankincense essential oil 5 drops lavender essential oil Mason jar (4 oz) Directions for Homemade Face Moisturizer 1.  Place all ingredients for the DIY face moisturizer, including the lavender essential oil, in the bowl of your stand mixer.  2. Whip on high for 4-5 minutes until the homemade moisturizer is a light and fluffy consistency.  Tip: Scrape down the sides of the mixing bowl occasionally to get all of the ingredients of this DIY moisturizer worked in.  3.  Transfer your freshly made best all-natural face moisturizer to a small jar with a tight fitting lid.  Using the Homemade Face Moisturizer Using this all-natural face moisturizer DIY recipe is just as easy as making it!  1.  Before using this DIY moisturizer, wash your face.  Bonus: Try this homemade face wash for acne recipe.",4.0,Cool. Can you tell me how to make a moisturizer at home?,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":523,""label"":""relevant-text-span"",""startOffset"":382},{""endOffset"":691,""label"":""relevant-text-span"",""startOffset"":565},{""endOffset"":790,""label"":""relevant-text-span"",""startOffset"":693},{""endOffset"":1022,""label"":""relevant-text-span"",""startOffset"":917}]}}]",,,"[' cup coconut oil 2 tsp.  almond oil 1 Tbsp.  cocoa butter 5 drops frankincense essential oil 5 drops lavender essential oil Mason jar (4 oz)', '1.  Place all ingredients for the DIY face moisturizer, including the lavender essential oil, in the bowl of your stand mixer.', '2. Whip on high for 4-5 minutes until the homemade moisturizer is a light and fluffy consistency.', '3.  Transfer your freshly made best all-natural face moisturizer to a small jar with a tight fitting lid.']"
3BO3NEOQN4W0R8Q1ZFNFJ0YBIDGAIS,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:26 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:26 PST 2023,,,3C2NJ6JBKFW6NQ4I9ICT6A6AITEN2A,worker_477,Submitted,Mon Jan 23 04:40:19 PST 2023,Mon Jan 23 04:41:57 PST 2023,Thu Jan 26 04:41:57 PST 2023,,,,98,77% (134/174),88% (123/140),96% (119/124),133_3-2,0,MARCO_13_320946250-4,4,"To make your lotion, you can add Vitamin E Oil for enhanced skin-healing properties, and you may choose to add essential oils if you have some favorites, those these steps are both optional. I personally love the fresh, light smell of pure coconut oil lingering around me throughout the day, so I tend to leave these steps out.  However, if I am making up a batch to give as a gift, I personalize the lotion with a scent like lavender or eucalyptus and package in a beautiful VioLiv Container.  By Kayla- Radiant Life 1 cup virgin coconut oil 1 teaspoon vitamin E oil (optional) a few drops of essential oils for fragrance (optional) 1.  Measure out 1 cup extra virgin coconut oil and add vitamin E and/or essential oils if desired.  2  . Place in KitchenAid mixer (can also use blender on 'whipped' setting) and allow to process for 6-7 minutes on high speed.  3  . Pour into desired container, seal, label and enjoy!  Want to try it out for yourself?  Every month we select one of our readers to receive a free jar of organic coconut oil!",4.0,"My mum loves a good, scented lotion. Let’s make that","[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":83,""label"":""relevant-text-span"",""startOffset"":21},{""endOffset"":152,""label"":""relevant-text-span"",""startOffset"":89},{""endOffset"":448,""label"":""relevant-text-span"",""startOffset"":385},{""endOffset"":633,""label"":""relevant-text-span"",""startOffset"":518},{""endOffset"":918,""label"":""relevant-text-span"",""startOffset"":638}]}}]",,,"['you can add Vitamin E Oil for enhanced skin-healing properties', 'you may choose to add essential oils if you have some favorites', 'personalize the lotion with a scent like lavender or eucalyptus', '1 cup virgin coconut oil 1 teaspoon vitamin E oil (optional) a few drops of essential oils for fragrance (optional)', ""Measure out 1 cup extra virgin coconut oil and add vitamin E and/or essential oils if desired.  2  . Place in KitchenAid mixer (can also use blender on 'whipped' setting) and allow to process for 6-7 minutes on high speed.  3  . Pour into desired container, seal, label and enjoy!""]"
37SDSEDIODHB8E1OUAIVVABUBN581U,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:26 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:26 PST 2023,,,3TVSS0C0E6FQUJ79KYNC3GSRBIUTWY,worker_477,Submitted,Mon Jan 23 03:22:25 PST 2023,Mon Jan 23 03:23:46 PST 2023,Thu Jan 26 03:23:46 PST 2023,,,,81,77% (134/174),88% (123/140),96% (119/124),133_3-2,0,MARCO_25_262671939-5,4,"Check out this soap, this buttermilk bath, and this incredible facial mask! Rose-Scented Homemade Lotion Recipe Print Recipe Perfectly Foolproof Rose-Scented Homemade Lotion {Pump-able} Make this rich homemade lotion with a pump-able consistency & luxurious rose aroma with use of a few specific ingredients to ensure a perfect texture!  Makes 32 ounces of lotion (enough for several gifts and self).  Always use sterilized equipment when making lotion.  Ingredients 11.5 ounces distilled water 9.5 ounces rose hydrosol .75 ounces aloe vera gel .75 ounces vegetable glycerin 4.75 ounces sweet almond oil 2.25 ounces rosehip seed oil 1 ounce cocoa butter 1.1 ounces emulsifying wax .15 ounces vitamin E oil .15 ounces geranium essential oil optional .15 ounces preservative of your choice optional; see explanation in post Instructions Combine sweet almond oil, rosehip seed oil, cocoa butter and emulsifying wax in a heat-proof medium-sized bowl.  Place the bowl over a pot of simmering water, and melt the cocoa butter and emulsifying wax.  Set aside and cool to slightly above room temperature.  Combine distilled water, hydrosol, aloe, and glycerin into a separate container.  While blending in a regular blender or using a stick blender, slowly pour the water mixture into the oil mixture until perfectly emulsified.",2.0,"My mum loves a good, scented lotion. Let’s make that","[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":796,""label"":""relevant-text-span"",""startOffset"":455},{""endOffset"":1320,""label"":""relevant-text-span"",""startOffset"":835}]}}]",,,"['Ingredients 11.5 ounces distilled water 9.5 ounces rose hydrosol .75 ounces aloe vera gel .75 ounces vegetable glycerin 4.75 ounces sweet almond oil 2.25 ounces rosehip seed oil 1 ounce cocoa butter 1.1 ounces emulsifying wax .15 ounces vitamin E oil .15 ounces geranium essential oil optional .15 ounces preservative of your choice optional', 'Combine sweet almond oil, rosehip seed oil, cocoa butter and emulsifying wax in a heat-proof medium-sized bowl.  Place the bowl over a pot of simmering water, and melt the cocoa butter and emulsifying wax.  Set aside and cool to slightly above room temperature.  Combine distilled water, hydrosol, aloe, and glycerin into a separate container.  While blending in a regular blender or using a stick blender, slowly pour the water mixture into the oil mixture until perfectly emulsified.']"
3UL5XDRDOGYAWW27VXK7Y0OBN3A85C,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:39 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:39 PST 2023,,,3QHK8ZVMIRXAN31TGYPPUB5P74RBLY,worker_477,Submitted,Mon Jan 23 04:42:00 PST 2023,Mon Jan 23 04:43:28 PST 2023,Thu Jan 26 04:43:28 PST 2023,,,,88,77% (134/174),88% (123/140),96% (119/124),133_3-2,0,MARCO_33_500264550-1,4,"Aromatherapy Lotion Recipe | AromaWeb Easy Aromatherapy Lotion Recipe I was torn on what title to give this recipe because this recipe isn't made from scratch, and I'm not trying to be misleading.  Making lotion from scratch is a bit complex (but definitely worth the effort), and I wanted to offer a recipe that beginners could enjoy making.  So, we begin by working with an unscented lotion base and add essential oils.  Very easy!  To learn more about making lotions from scratch, I recommend reading Making Aromatherapy Creams & Lotions: 101 Natural Formulas to Revitalize & Nourish Your Skin by Donna Maria Coles Johnson.  Ingredients 8 fl.oz.  unscented hand or body lotion (sellers of natural products and aromatherapy products sometimes sell lotion bases) 10 drops Patchouli 20 drops Sandalwood 5 drops Carrot Seed Directions The best way to blend the essential oils into the lotion is to pour the lotion into a bowl, add the oils and then mix very well.  Once mixed, add the lotion back to the bottle using a funnel.  Patchouli, sandalwood and carrot seed oils help aid dry skin.  The patchouli and sandalwood oils have a lovely rich scent when blended together.  The carrot seed oil is wonderful for the skin, but is a little harsh in aroma.",0.0,"My mum loves a good, scented lotion. Let’s make that","[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":420,""label"":""relevant-text-span"",""startOffset"":348},{""endOffset"":822,""label"":""relevant-text-span"",""startOffset"":628},{""endOffset"":961,""label"":""relevant-text-span"",""startOffset"":897},{""endOffset"":1024,""label"":""relevant-text-span"",""startOffset"":964}]}}]",,,"['we begin by working with an unscented lotion base and add essential oils', 'Ingredients 8 fl.oz.  unscented hand or body lotion (sellers of natural products and aromatherapy products sometimes sell lotion bases) 10 drops Patchouli 20 drops Sandalwood 5 drops Carrot Seed', 'pour the lotion into a bowl, add the oils and then mix very well', 'Once mixed, add the lotion back to the bottle using a funnel']"
3EAWOID6NXC9C1CJ6KP59JCSHT00VO,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:27 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:27 PST 2023,,,3NVC2EB65VEPK74FKKZ96099SRI3YR,worker_477,Submitted,Mon Jan 23 03:04:44 PST 2023,Mon Jan 23 03:06:02 PST 2023,Thu Jan 26 03:06:02 PST 2023,,,,78,77% (134/174),88% (123/140),96% (119/124),133_3-2,0,MARCO_40_1521300842-5,4,"Continue to Content Gingerbread Body Lotion Active Time: 40 minutes Total Time: 40 minutes Difficulty: Easy Enjoy the tantalizing scents of fall and the holiday season with this all natural homemade body lotion recipe. This incredibly moisturizing Gingerbread Body Lotion contains coconut oil and Shea butter in addition to a handful of spices and essential oils to create a luxurious body lotion that will soften and hydrate your skin.  This DIY beauty product also makes great homemade Christmas gifts for friends and family.  Materials ½ cup coconut oil ½ cup Shea butter 1 T. ground ginger 1 tsp.  cinnamon 5 drops each of ginger and cinnamon essential oil 1 tsp.  vanilla extract 8 oz.  Mason jar Instructions Melt the Shea butter and coconut oil in a small saucepan over medium heat, stirring frequently.  Pour the melted mixture into the metal bowl of a stand mixer and place in the refrigerator for about 15 minutes.  Remove from the fridge, and add ginger, cinnamon, essential oils, and vanilla extract.  Whip on high for 5 minutes or until mixture is a creamy fluffy consistency.  Transfer to a Mason jar.  Notes The consistency of this homemade body lotion recipe will depend, in part, on the temperature of your home.  If your house is cool, the lotion will be firmer.",1.0,"My mum loves a good, scented lotion. Let’s make that","[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":701,""label"":""relevant-text-span"",""startOffset"":529},{""endOffset"":1115,""label"":""relevant-text-span"",""startOffset"":715}]}}]",,,"['Materials  cup coconut oil  cup Shea butter 1 T. ground ginger 1 tsp.  cinnamon 5 drops each of ginger and cinnamon essential oil 1 tsp.  vanilla extract 8 oz.  Mason jar', 'Melt the Shea butter and coconut oil in a small saucepan over medium heat, stirring frequently.  Pour the melted mixture into the metal bowl of a stand mixer and place in the refrigerator for about 15 minutes.  Remove from the fridge, and add ginger, cinnamon, essential oils, and vanilla extract.  Whip on high for 5 minutes or until mixture is a creamy fluffy consistency.  Transfer to a Mason jar.']"
3YGE63DIOCCMRQCOWUU1VLV6O220WY,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:27 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:27 PST 2023,,,3VNL7UK1XKYOJXLEU9DCZS6RGF4TF0,worker_477,Submitted,Mon Jan 23 03:06:06 PST 2023,Mon Jan 23 03:09:13 PST 2023,Thu Jan 26 03:09:13 PST 2023,,,,187,77% (134/174),88% (123/140),96% (119/124),133_3-2,0,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.",3.0,"My mum loves a good, scented lotion. Let’s make that","[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":405,""label"":""relevant-text-span"",""startOffset"":147},{""endOffset"":613,""label"":""relevant-text-span"",""startOffset"":416},{""endOffset"":1068,""label"":""relevant-text-span"",""startOffset"":614}]}}]",,,"['Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Trader Joes organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes', 'Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that youre able to tell them apart after filling', 'Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.']"
3PN6H8C9S85JJXAF71M4S3IYQ88DAT,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:27 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:27 PST 2023,,,3RUIQRXJBG3M0CN57BEJ8E1UJY5LLV,worker_477,Submitted,Mon Jan 23 04:43:30 PST 2023,Mon Jan 23 04:44:50 PST 2023,Thu Jan 26 04:44:50 PST 2023,,,,80,77% (134/174),88% (123/140),96% (119/124),133_3-4,0,MARCO_26_1452799507-1,4,"(1) Lotion Base – Pure Essential Supply, Inc. Lotion Base Lotion Base is what body lotion, creams, hand lotion, body butter & hand cream is made from.  Our wholesale lotion base is a thick paste that contains very little water.  Simply blend in warm water to control the thickness of finished product.  You’ll be able to make hand lotion, creams, body lotion, body butter & hand cream as thick or as thin as you want.  You’ll even be able to make body milks & body mists with this all natural lotion base.  We offer wholesale lotion base & wholesale soap supplies on our web site.  Disclaimer: The pictures shown on each product may not always depict the size, packaging or price listed.*  Filter Filter all natural body butter body lotion body spray cocoa butter Cocoa Lotion concentrated concentrated base Concentrated Lotion Base cream facial cream goat milk goats milk humectant Lotion lotion base lotions multi base natural natural lotion paraban free paraben free preservative rosemary sample pack Sampler Pack Shea Butter Shea Lotion soap additive sodium lactate soy free soyfree standard Standard Lotion thick concentrated vitamin c vitamin E 8 products Sort Sort Featured Alphabetically, A-Z Alphabetically, Z-A Price, low to high Price, high to low Date, new to old Date, old to new",4.0,I need more information about purchasing an unscented lotion base,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":149,""label"":""relevant-text-span"",""startOffset"":58},{""endOffset"":226,""label"":""relevant-text-span"",""startOffset"":166},{""endOffset"":300,""label"":""relevant-text-span"",""startOffset"":229},{""endOffset"":384,""label"":""relevant-text-span"",""startOffset"":303},{""endOffset"":504,""label"":""relevant-text-span"",""startOffset"":419}]}}]",,,"['Lotion Base is what body lotion, creams, hand lotion, body butter & hand cream is made from', 'lotion base is a thick paste that contains very little water', 'Simply blend in warm water to control the thickness of finished product', 'Youll be able to make hand lotion, creams, body lotion, body butter & hand cream', 'Youll even be able to make body milks & body mists with this all natural lotion base']"
3MJ28H2Y2INDHOPN2E93VMEB28E5OC,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:39 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:39 PST 2023,,,3DUZQ9U6SR3C0UUP5ODQ79DR2QESVY,worker_477,Submitted,Mon Jan 23 02:47:42 PST 2023,Mon Jan 23 02:48:42 PST 2023,Thu Jan 26 02:48:42 PST 2023,,,,60,77% (134/174),88% (123/140),96% (119/124),133_3-4,0,MARCO_04_1073895551-1,4,"Lotion Bases with No Fragrance | Bulk Apothecary Home Make It Personal Care Products Unscented Bases Unscented Bases Wholesale Lotion Base and Other Unscented Bases Direct from the manufacturer!  All of our amazing unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils etc.  We only make the finest unscented bases available.  All of our unscented bases can be used as is or adjusted to make your own custom creation.  Try our unscented lotion base, unscented soap base and unscented shampoo base and you will see what makes us different from the competition.  Not Logged in chrome chrome Sort By: Featured Items Newest Items Best Selling A to Z Z to A By Review Price: Ascending Price: Descending Quick view Unscented Basic Hand And Body Lotion Base $3.95 Choose Options Quick view Unscented Body Butter / Heavy Cream Base Pricing Starting at: $6.95 Choose Options Quick view Unscented Liquid Castile Soap (Stephenson Brand)",2.0,I need more information about purchasing an unscented lotion base,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":368,""label"":""relevant-text-span"",""startOffset"":215},{""endOffset"":516,""label"":""relevant-text-span"",""startOffset"":438}]}}]",,,"['unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils', 'unscented bases can be used as is or adjusted to make your own custom creation']"
3EPG8DX9MO5V2O1OHEMIKMJ1CDA5PT,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:39 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:39 PST 2023,,,37W3JXSD6BNMB563U4ABBXK6QKCYWS,worker_477,Submitted,Mon Jan 23 03:09:16 PST 2023,Mon Jan 23 03:11:14 PST 2023,Thu Jan 26 03:11:14 PST 2023,,,,118,77% (134/174),88% (123/140),96% (119/124),133_3-4,0,MARCO_13_939994859-2,4,"Vaseline Intensive Care Lotion, Advanced Repair Unscented The Vaseline Intensive Care Lotion, Advanced Repair Unscented comes into the market with a prescription strength moisturization prowess, and its unscented formulation makes it an ideal choice for anyone suffering from the dry and itchy skin. The lotion does a great job in absorbing excess oil for a non-greasy feel.  Puracy Organic Hand & Body Lotion The Puracy Organic Hand & Body Lotion comes with no aromas, and it’s even safe for use for all skin types.  Enjoy a non-greasy residue on your skin throughout the entire day with this lotion.  What to Look For?  Just like buying any other product on the market, you have to know before you go.  Otherwise, you need to try before you buy.  However, that might not be the case at all times, especially if you’re looking for the best unscented lotion in an online market.  If that’s your dilemma, then you don’t have to worry about it too much because all you need to do is to make sure you’ve read online reviews about the product.  Aside from reading the reviews, you also need to know the level of dryness on your skin.",3.0,I need more information about purchasing an unscented lotion base,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":193,""label"":""relevant-text-span"",""startOffset"":110},{""endOffset"":298,""label"":""relevant-text-span"",""startOffset"":199},{""endOffset"":373,""label"":""relevant-text-span"",""startOffset"":300},{""endOffset"":515,""label"":""relevant-text-span"",""startOffset"":441},{""endOffset"":1128,""label"":""relevant-text-span"",""startOffset"":1041}]}}]",,,"['Unscented comes into the market with a prescription strength moisturization prowess', 'its unscented formulation makes it an ideal choice for anyone suffering from the dry and itchy skin', 'The lotion does a great job in absorbing excess oil for a non-greasy feel', 'Lotion comes with no aromas, and its even safe for use for all skin types', 'Aside from reading the reviews, you also need to know the level of dryness on your skin']"
3P458N04R5W8C0KSLMU1GS2SU2S2XD,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:41 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:41 PST 2023,,,3HMVI3QICO7TA4Q0XGLQI7UCU73Y1T,worker_477,Submitted,Mon Jan 23 02:51:29 PST 2023,Mon Jan 23 02:53:28 PST 2023,Thu Jan 26 02:53:28 PST 2023,,,,119,77% (134/174),88% (123/140),96% (119/124),133_3-4,0,MARCO_33_500264550-1,4,"Aromatherapy Lotion Recipe | AromaWeb Easy Aromatherapy Lotion Recipe I was torn on what title to give this recipe because this recipe isn't made from scratch, and I'm not trying to be misleading.  Making lotion from scratch is a bit complex (but definitely worth the effort), and I wanted to offer a recipe that beginners could enjoy making.  So, we begin by working with an unscented lotion base and add essential oils.  Very easy!  To learn more about making lotions from scratch, I recommend reading Making Aromatherapy Creams & Lotions: 101 Natural Formulas to Revitalize & Nourish Your Skin by Donna Maria Coles Johnson.  Ingredients 8 fl.oz.  unscented hand or body lotion (sellers of natural products and aromatherapy products sometimes sell lotion bases) 10 drops Patchouli 20 drops Sandalwood 5 drops Carrot Seed Directions The best way to blend the essential oils into the lotion is to pour the lotion into a bowl, add the oils and then mix very well.  Once mixed, add the lotion back to the bottle using a funnel.  Patchouli, sandalwood and carrot seed oils help aid dry skin.  The patchouli and sandalwood oils have a lovely rich scent when blended together.  The carrot seed oil is wonderful for the skin, but is a little harsh in aroma.",0.0,I need more information about purchasing an unscented lotion base,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":241,""label"":""relevant-text-span"",""startOffset"":198},{""endOffset"":762,""label"":""relevant-text-span"",""startOffset"":681}]}}]",,,"['Making lotion from scratch is a bit complex', 'sellers of natural products and aromatherapy products sometimes sell lotion bases']"
37MQ8Z1JRIBXC5A2QIG3Z691W8M2YJ,3T5H7R2NRGZ3J3RXUGD9L0RICTCZWT,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.00,Mon Jan 23 02:10:41 PST 2023,1,BatchId:373756;OriginalHitTemplateId:921587277;,600,259200,Tue Jan 24 02:10:41 PST 2023,,,3Z4AIRP3CBS4AZ0QSKZOZTN3S19X1M,worker_477,Submitted,Mon Jan 23 03:30:14 PST 2023,Mon Jan 23 03:32:01 PST 2023,Thu Jan 26 03:32:01 PST 2023,,,,107,77% (134/174),88% (123/140),96% (119/124),133_3-4,0,MARCO_57_1523847243-1,4,"Lotion Base and Body Butter - Wholesale Supplies Plus                                                        Close Bath & Body Bases • Bases Unscented • Lotion Base and Body Butter - (You Are Here - C832) Lotion Base and Body Butter Crafter’s Choice Lotion Bases are used by soap makers to expand their product line.  These lotions can be packaged as is or can be colored and fragranced.  There are a variety of bases including Gentle Face and Baby Cream, Goat Milk & Honey Lotion, Head to Toe Lotion, Luxury Hand and Body Cream, Moisturizing Lotion with Evening Primrose, Satin & Silk Lotion, She Aloe Lotion, and Silky Body Butter.  Advanced Filter Print Page 10 Results | Sort By: Name (A-Z) Price Low to High Price High to Low New Arrivals Customer Ratings 1 Crafter's Choice™ Basic Lotion Base Our Basic Lotion base contains Sunflower Oil and Allantoin.  Native American Indians were the first to discover the healing properties of Sunflower Oil which is rich in Vitamin E that helps moisturize and regenerate skin.  Allantoin is thought to have the ability to help heal wounds, sores and stimulate growth of healthy tissue.  It is a skin softener and anti-irritant.  It is similar to the Head to Toe Lotion but is less translucent in appearance.  Great to use as is or you can add fragrance and color.",1.0,I need more information about purchasing an unscented lotion base,"[{""relevant-text-spans-single-passage-annotation"":{""entities"":[{""endOffset"":315,""label"":""relevant-text-span"",""startOffset"":250},{""endOffset"":386,""label"":""relevant-text-span"",""startOffset"":318},{""endOffset"":632,""label"":""relevant-text-span"",""startOffset"":389},{""endOffset"":857,""label"":""relevant-text-span"",""startOffset"":803}]}}]",,,"['Lotion Bases are used by soap makers to expand their product line', 'These lotions can be packaged as is or can be colored and fragranced', 'There are a variety of bases including Gentle Face and Baby Cream, Goat Milk & Honey Lotion, Head to Toe Lotion, Luxury Hand and Body Cream, Moisturizing Lotion with Evening Primrose, Satin & Silk Lotion, She Aloe Lotion, and Silky Body Butter', 'Basic Lotion base contains Sunflower Oil and Allantoin']"
